,Concept_ID,et,fi
1156,abschneiden::V,ära lõikama,leikata
1157,binden::V,siduma,sitoa
1158,stecken::V,pistma,pistää
1159,brechen::V,murdma,murtaa
1160,klopfen::V,koputama,koputtaa
1161,klopfen::V,koputama,kolkuttaa
1162,hauen::V,lööma,lyödä
1163,kleben::V,kleepima,liimata
1164,reiben::V,hõõruma,hieroa
1165,reiben::V,hõõruma,hangata
1166,streichen::V,silitama,sivellä
1167,schleifen::V,lihvima,hioa
1168,schleifen::V,teritama,hioa
1169,schneiden::V,lõikama,leikata
1170,rütteln::V,raputama,ravistaa
1171,schütteln::V,raputama,pudistaa
1172,schütteln::V,loksutama,pudistaa
1173,schwenken::V,vehkima,heiluttaa
1174,schwenken::V,lehvitama,heiluttaa
1175,schütten::V,kallama,kaataa
1176,füllen::V,täitma,täyttää
1177,einwickeln::V,sisse mähkima,kääriä
1178,tragen::V,kandma,kantaa
1179,schleppen::V,tassima,raahata
1180,schleppen::V,lohistama,raahata
1181,ziehen::V,vedama,vetää
1182,ziehen::V,tõmbama,vetää
1183,aufbewahren::V,säilitama,säilyttää
1184,aufbewahren::V,alal hoidma,säilyttää
1185,werfen::V,viskama,viskata
1186,fangen::V,püüdma,napata
1187,fangen::V,püüdma,ottaa kiinni
1188,packen::V,kinni haarama,tarttua
1189,packen::V,kinni võtma,tarttua
1190,verstecken::V,peitma,kätkeä
1191,verstecken::V,peitma,piilottaa
1192,teilen::V,jagama,jakaa
1193,teilen::V,jaotama,jakaa
1194,schicken::V,saatma,lähettää
1195,bringen::V,viima,viedä
1196,hinzufügen::V,lisama,lisätä
1197,bekommen::V,saama,saada
1198,erhalten::V,saama,saada
1199,nehmen::V,võtma,ottaa
1200,wählen::V,valima,valita
1201,auswählen::V,valima,valikoida
1202,bewahren::V,hoidma,säilyttää
1203,behindern::V,takistama,estää
1204,verderben::V,rikkuma,pilata
1205,verderben::V,rikkuma,turmella
1206,beschädigen::V,rikkuma,vioittaa
1207,beschädigen::V,rikkuma,vahingoittaa
1208,zerbrechen::V,katki tegema,rikkoa
1209,zerreißen::V,katki rebima,repiä rikki
1210,zerreißen::V,katki rebima,repiä palasiksi
1211,zerstören::V,purustama,hävittää
1212,verbrennen::V,põletama,polttaa
1213,geben::V,andma,antaa
1214,reichen::V,andma,ojentaa
1215,reichen::V,ulatama,ojentaa
1216,schenken::V,kinkima,lahjoittaa
1217,versprechen::V,lubama,luvata
1218,versprechen::V,tõotama,luvata
1219,wünschen::V,soovima,toivottaa
1220,loben::V,kiitma,ylistää
1221,küssen::V,suudlema,suudella
1222,wiegen::V,hällitama,tuudittaa
1223,wiegen::V,hällitama,keinuttaa
1224,zudecken::V,kaanetama,peittää
1225,zudecken::V,kinni katma,peittää
1226,wecken::V,äratama,herättää
1227,zeigen::V,näitama,näyttää
1228,zeigen::V,näitama,osoittaa
1229,führen::V,juhatama,johdattaa
1230,lehren::V,õpetama,opettaa
1231,unterrichten::V,õpetama,opettaa
1232,aufziehen::V,üles kasvatama,kasvattaa
1233,leiten::V,juhtima,johtaa
1234,antreiben::V,ergutama,hoputtaa
1235,lassen::V,laskma,antaa
1236,einladen::V,kutsuma,kutsua
1237,vereinigen::V,ühendama,yhdistää
1238,besuchen::V,külastama,vierailla
1239,treffen::V,kohtama,tavata
1240,sich versammeln::V,kogunema,kokoontua
1241,spielen::V,mängima,pelata
1242,spielen::V,mängima,leikkiä
1243,singen::V,laulma,laulaa
1244,tanzen::V,tantsima,tanssia
1245,sich trennen::V,lahku minema,erota
1246,verlassen::V,maha jätma,jättää
1247,retten::V,päästma,pelastaa
1248,bewachen::V,valvama,vartioida
1249,schützen::V,kaitsma,suojella
1250,verteidigen::V,kaitsma,puolustaa
1251,sich schlagen::V,kaklema,tapella
1252,schießen::V,tulistama,ampua
1253,siegen::V,võitma,voittaa
1254,ärgern::V,ärritama,ärsyttää
1255,ärgern::V,vihastama,ärsyttää
1256,schlagen::V,lööma,lyödä
1257,treten::V,sõtkuma,potkaista
1258,stechen::V,pistma,pistää
1259,stechen::V,torkama,pistää
1260,stoßen::V,tõukama,sysätä
1261,stoßen::V,tõukama,työntää
1262,stehlen::V,varastama,varastaa
1263,stören::V,segama,häiritä
1264,stören::V,häirima,häiritä
1265,belästigen::V,ahistama,häiritä
1266,verbergen::V,peitma,kätkeä
1267,verbergen::V,varjama,kätkeä
1268,täuschen::V,petma,harhauttaa
1269,täuschen::V,tüssama,harhauttaa
1270,betrügen::V,petma,pettää
1271,betrügen::V,petma,petkuttaa
1272,betrügen::V,tüssama,pettää
1273,betrügen::V,tüssama,petkuttaa
1274,betrügen::V,truudust murtma,pettää
1275,betrügen::V,truudust murtma,petkuttaa
1276,töten::V,tapma,tappaa
1277,töten::V,surmama,tappaa
1278,wohnen::V,elama,asua
1279,arbeiten::V,töötama,tehdä työtä
1280,arbeiten::V,töötama,työskennellä
1281,sammeln::V,koguma,koota
1282,sammeln::V,koguma,kerätä
1283,sammeln::V,korjama,koota
1284,sammeln::V,korjama,kerätä
1285,pflücken::V,noppima,poimia
1286,jagen::V,jahtima,metsästää
1287,fischen::V,kalastama,kalastaa
1288,fischen::V,kala püüdma,kalastaa
1289,fassen::V,püüdma,pyydystää
1290,fassen::V,püüdma,saalistaa
1291,hüten::V,karjatama,paimentaa
1292,treiben::V,ajama,ajaa
1293,anbinden::V,kinni siduma,kytkeä
1294,füttern::V,söötma,ruokkia
1295,melken::V,lüpsma,lypsää
1296,hacken::V,raiuma,hakata
1297,hacken::V,lõhkuma,hakata
1298,gießen::V,kastma,kastella
1299,reifen::V,valmima,kypsyä
1300,zubereiten::V,valmistama,valmistaa
1301,kochen::V,keetma,keittää
1302,backen::V,küpsetama,leipoa
1303,braten::V,praadima,paistaa
1304,umrühren::V,segama,hämmentää
1305,stricken::V,kuduma,kutoa
1306,stricken::V,kuduma,neuloa
1307,nähen::V,õmblema,ommella
1308,färben::V,värvima,värjätä
1309,färben::V,värvima,värittää
1310,reinigen::V,puhastama,puhdistaa
1311,waschen::V,pesema,pestä
1312,abwischen::V,puhtaks pühkima,pyyhkiä
1313,spülen::V,uhtma,huuhtoa
1314,fegen::V,pühkima,pyyhkäistä
1315,kehren::V,pühkima,lakaista
1316,baden::V,suplema,kylpeä
1317,baden::V,kümblema,kylpeä
1318,sich waschen::V,end pesema,peseytyä
1319,ausziehen::V,käest võtma,riisua
1320,ausziehen::V,jalast võtma,riisua
1321,ausziehen::V,seljast võtma,riisua
1322,anziehen::V,jalga panema,pukea ylleen
1323,sich anziehen::V,riietuma,pukeutua
1324,kämmen::V,kammima,kammata
1325,schmücken::V,kaunistama,koristaa
1326,schmücken::V,kaunistama,kaunistaa
1327,sagen::V,ütlema,sanoa
1328,sprechen::V,rääkima,puhua
1329,sprechen::V,kõnelema,puhua
1330,reden::V,kõnelema,keskustella
1331,sich unterhalten::V,vestlema,jutella
1332,fragen::V,küsima,kysyä
1333,bitten::V,paluma,pyytää
1334,erzählen::V,jutustama,kertoa
1335,mitteilen::V,teatama,ilmoittaa
1336,mitteilen::V,teada andma,ilmoittaa
1337,nennen::V,nimetama,kutsua
1338,nennen::V,nimetama,nimittää
1339,rufen::V,kutsuma,kutsua
1340,prahlen::V,hooplema,kerskailla
1341,übersetzen::V,tõlkima,kääntää
1342,denken::V,mõtlema,miettiä
1343,denken::V,mõtlema,ajatella
1344,glauben::V,uskuma,uskoa
1345,bemerken::V,märkama,huomata
1346,erkennen::V,ära tundma,tunnistaa
1347,begreifen::V,aru saama,ymmärtää
1348,verstehen::V,mõistma,ymmärtää
1349,lernen::V,õppima,oppia
1350,wissen::V,teadma,tietää
1351,sich erinnern an::V,mäletama,muistaa
1352,vergessen::V,unustama,unohtaa
1353,messen::V,mõõtma,mitata
1354,zählen::V,loendama,laskea
1355,rechnen::V,arvutama,laskea
1356,lesen::V,lugema,lukea
1357,malen::V,maalima,maalata
1358,zeichnen::V,joonistama,piirtää
1359,zeichnen::V,joonistama,piirustaa
1360,schreiben::V,kirjutama,kirjoittaa
1361,besitzen::V,omama,omistaa
1362,kaufen::V,ostma,ostaa
1363,verkaufen::V,müüma,myydä
1364,bezahlen::V,tasuma,maksaa
1365,zahlen::V,maksma,maksaa
1366,beherrschen::V,valitsema,hallita
1367,ertragen::V,taluma,kestää
