,Concept_ID,da,lez
154,Bär::N,bjørn,сев
155,Eichhörnchen::N,egern,белка
156,Elch::N,elg,лось
157,Fuchs::N,ræv,сикӏ
158,Hase::N,hare,къуьр
159,Maus::N,mus,кьиф
160,Wolf::N,ulv,жанавур
161,Vogel::N,fugl,луван ничхир
162,Schwarm::N,sværm,луж
163,Huhn::N,høne,верч
164,Hahn::N,hane,кӏек
165,Gans::N,gås,къаз
166,Adler::N,ørn,лекь
167,Ente::N,and,пӏатӏ
168,Eule::N,ugle,тӏиб
169,Kranich::N,trane,дурна
170,Krähe::N,krage,къаргъа
171,Kuckuck::N,gøg,кукупӏ
172,Schwan::N,svane,къугь
173,Fisch::N,fisk,гъед
174,Barsch::N,aborre,окунь
175,Hecht::N,gedde,щука
176,Schlange[Tier]::N,slange,илан
177,Schlange[Tier]::N,slange,гъуьлягъ
178,Wurm::N,orm,квак
179,Spinne::N,edderkop,хуьшрекан
180,Ameise::N,myre,цегв
181,Laus::N,lus,нет
182,Mücke::N,myg,ветӏ
183,Fliege::N,flue,тӏветӏ
184,Schmetterling::N,sommerfugl,чепелукь
185,Beere::N,bær,куьлуь емиш
186,Apfel::N,æble,ич
187,Pilz::N,svamp,къарникъуз
188,Zwiebel::N,løg,чичӏек
189,Saat::N,sæd,тумар
190,Korn::N,korn,твар
191,Heu::N,hø,векь
192,Heu::N,hø,векьер
193,Schale::N,skræl,пириш
194,Schale::N,skræl,хъуьруьш
195,Grube::N,grav,фур
196,Falle::N,fælde,ракьар
197,Schlinge::N,snare,гьалкъа
198,Spur::N,spor,гел
199,Asche::N,aske,руьхъ
200,Dreck::N,snavs,чирк
201,Dreck::N,snavs,кьуруш
202,Eisen::N,jern,ракь
203,Gold::N,guld,алтун
204,Silber::N,sølv,гимиш
205,Kohle::N,kul,цӏивин
206,Glas::N,glas,шуьше
207,Lehm::N,ler,ччеб
208,Sand::N,sand,къум
209,Mensch::N,mennesge,инсан
210,Mann::N,mand,итим
211,Frau::N,kvinde,паб
212,Frau::N,kvinde,дишегьли
213,Kind::N,barn,аял
214,Junge::N,dreng,гада
215,Mädchen::N,pige,руш
216,Familie::N,familie,хзан
217,Familie::N,familie,килфет
218,Großvater::N,bedstefar,чӏехи буба
219,Großmutter::N,bedstemor,чӏехи диде
220,Eltern::N,forældre,диде-буба
221,Vater::N,far,буба
222,Mutter::N,mor,диде
223,Sohn::N,søn,хва
224,Tochter::N,datter,руш
225,Bruder::N,bror,стха
226,Schwester::N,søster,вах
227,Onkel::N,onkel,ими
228,Onkel::N,onkel,халу
229,Tante::N,tante,эме
230,Tante::N,tante,хала
231,Ehemann::N,ægtemand,гъуьл
232,Ehefrau::N,hustru,паб
233,Freude::N,glæde,шадвал
234,Gelächter::N,latter,хъвер
235,Glück::N,lykke,бахт
236,Kummer::N,sorg,дерт
237,Kummer::N,sorg,хажалат
238,Wunsch::N,ønske,мурад
239,Lust::N,lyst,гьевес
240,Geist::N,ånd,руьгь
241,Gedanke::N,tanke,фикир
242,Gedächtnis::N,hukommelse,
243,Verstand::N,forstand,акьул
244,Sinn::N,mening,мана
245,Sinn::N,betydning,мана
246,Grund::N,grund,себеб
247,Wahrheit::N,sandhed,керчек
248,Wahrheit::N,sandhed,гьакъикъат
249,Gespräch::N,samtale,ихтилат
250,Märchen::N,eventyr,мах
251,Erzählung::N,fortælling,кьиса
252,Nachricht::N,efterretning,хабар
253,Neuigkeit::N,nyhed,цӏийи хабар
254,Name::N,navn,тӏвар
255,Rätsel::N,gåde,мискӏал
256,Rede::N,tale,рахун
257,Sprache::N,sprog,чӏал
258,Stimme::N,stemme,ван
259,Wort::N,ord,гаф
260,Zeichen::N,tegn,ишара
261,Ruf::N,råb,эвер
262,Lärm::N,larm,ван-сес
263,Laut::N,lyd,ван
264,Laut::N,lyd,сес
265,Ton::N,tone,ван-сес
266,Lied::N,sang,мани
267,Ruhe::N,ro,ласвал
268,Ruhe::N,ro,фаракъат
269,Ruhe::N,ro,асайиш
270,Ruhe::N,hvile,ласвал
271,Ruhe::N,hvile,фаракъат
272,Ruhe::N,hvile,асайиш
273,Leute::N,folk,инсанар
274,Leute::N,mennesker,инсанар
275,Volk::N,folk,халкь
276,Arbeit::N,arbejde,кӏвалах
277,Gast::N,gæst,мугьман
278,Geschenk::N,gave,савкьат
279,Spiel::N,leg,къугъун
280,Gesellschaft::N,selskab,жемят
281,Gesellschaft::N,selskab,общество
282,Hilfe::N,hjælp,куьмек
283,Freund::N,ven,дуст
284,Kamerad::N,kammerat,яр-дуст
285,Angelegenheit::N,sag,кар
286,Angelegenheit::N,anliggende,кар
287,Anzahl::N,antal,сан
288,Anzahl::N,antal,кьадар
289,Art::N,art,жуьре
290,Stück::N,stykke,кӏус
291,Teil::N,del,пай
292,Hälfte::N,halvdel,зур
293,Hälfte::N,halvdel,зур пай
294,Kreis::N,cirkel,круг
295,Kreis::N,cirkel,чкаяр
296,Kreis::N,cirkel,элкъвей цӏар
297,Kreuz::N,kors,хаш
298,Kreuz::N,kryds,хаш
299,Linie::N,linie,цӏар
300,Strich::N,streg,цӏар
301,Abstand::N,afstand,ара
302,Entfernung::N,afstand,мензил
303,Gegend::N,egn,чка
304,Platz::N,plads,ара
305,Ort::N,sted,чка
306,Seite::N,side,пад
307,Mitte::N,midte,юкь
308,Gegenstand::N,genstand,затӏ
309,Sache::N,sag,шей
310,Sache::N,sag,затӏ
311,Rand::N,rand,къерех
312,Kante::N,kant,син
313,Ecke::N,hjørne,пӏипӏ
314,Spitze::N,spids,кӏвенкӏв
315,Ende::N,ende,кьил
316,Loch::N,hul,тӏеквен
317,Winkel::N,vinkel,пӏипӏ
318,Muster::N,mønster,гишир
319,Größe::N,størrelse,кьадар
320,Länge::N,længde,яргъивал
321,Höhe::N,højde,кьакьанвал
322,Gewicht::N,vægt,заланвал
323,Menge::N,mængde,кьадар
324,Haufen::N,bunke,хара
325,Reihe::N,række,жерге
326,Boot::N,båd,луьткве
327,Ruder::N,åre,кьусу
328,Schlitten::N,kælk,гъелерар
329,Schlitten::N,slæde,гъелерар
330,Ski::N,ski,
331,Lagerfeuer::N,lejrbål,цӏай
332,Last::N,last,заланвал
333,Last::N,byrde,заланвал
334,Gang::N,gang,ериш
335,Schritt::N,skridt,къадам
336,Norden::N,nord,кефер
337,Norden::N,nord,кефер пад
338,Süden::N,syd,кьибле
339,Westen::N,vest,рагъакӏидай пад
340,Osten::N,øst,рагъэкъечӏдай пад
341,Holz::N,træ,кӏарас
342,Brett::N,bræt,кьул
343,Brett::N,bræt,тахта
344,Platte::N,plade,
345,Stütze::N,støtte,даях
346,Stange::N,stang,юрк
347,Stock::N,stok,лаш
348,Stab::N,stav,юрк
349,Rohr::N,rør,турба
350,Haus::N,hus,ужагъ
351,Heim::N,hjem,кӏвал
352,Ofen::N,ovn,пич
353,Fußboden::N,gulv,кӏвалин ччил
354,Tisch::N,bord,стол
355,Stuhl::N,stol,стул
356,Wiege::N,vugge,кьеб
357,Bett::N,seng,тахт
358,Regal::N,reol,кьацӏ
359,Kiste::N,kasse,ящик
360,Fenster::N,vindue,дакӏар
361,Tür::N,dør,рак
362,Tor::N,port,варар
363,Zaun::N,stakit,пару
364,Dach::N,tag,къав
365,Leiter::N,stige,гурар
366,Besen::N,kost,таран кул
367,Spaten::N,spade,ппер
368,Schaufel::N,skovl,хекендаз
369,Gabel::N,gaffel,шиш
370,Löffel::N,ske,тӏур
371,Messer::N,kniv,чукӏул
372,Nagel::N,søm,мих
373,Netz::N,net,чил
374,Haken::N,krog,къармах
375,Griff::N,tag,ттум
376,Griff::N,håndtag,ттум
377,Schloss::N,lås,куьлег
378,Bild::N,billede,шикил
379,Bild::N,billede,суьрет
380,Figur::N,figur,фигура
381,Puppe::N,dukke,нини
382,Beutel::N,pose,тагъар
383,Bündel::N,bylt,галгам
384,Bündel::N,bundt,галгам
385,Tasche::N,taske,чанта
386,Eimer::N,spand,ведре
387,Deckel::N,låg,кьил
388,Deckel::N,låg,къалпагъ
389,Geschirr::N,husgeråd,къаб-къажах
390,Sack::N,sæk,чувал
391,Tasse::N,kop,сукӏра
392,Topf::N,gryde,къажгъан
393,Kessel::N,kedel,къажгъан
394,Essen::N,måltid,тӏуьн
395,Nahrung::N,mad,тӏуьн
396,Nahrung::N,næring,тӏуьн
397,Speise::N,ret,хуьрек
398,Fleisch::N,kød,як
399,Getreide::N,korn,техил
400,Brei::N,grød,хапӏа
401,Brei::N,grød,хешил
402,Brot::N,brød,фу
403,Scheibe::N,skive,чӏук
404,Fett::N,fedt,ягълу
405,Butter::N,smør,гъери
406,Öl::N,olie,ягълу
407,Salz::N,salt,кьел
408,Suppe::N,suppe,суп
409,Suppe::N,suppe,шурпа
410,Honig::N,honning,вирт
411,Milch::N,mælk,нек
412,Tee::N,te,чай
413,Leder::N,skind,тумаж
414,Wolle::N,uld,йис
415,Stoff::N,stof,парча
416,Nadel::N,nål,раб
417,Faden::N,tråd,гъал
418,Knopf::N,knap,дуьгме
419,Knoten::N,knude,тӏвал
420,Farbe::N,farve,ранг
421,Kleidung::N,påklædning,партал
422,Hemd::N,skjorte,перем
423,Kragen::N,krave,хев
424,Ärmel::N,ærme,хел
425,Hose::N,bukser,шалвар
426,Gürtel::N,bælte,чӏул
427,Mütze::N,hue,бармак
428,Mütze::N,hue,бапӏах
429,Schuh::N,sko,ботинка
430,Stiefel::N,støvle,чекме
431,Ring::N,ring,тупӏал
432,Band::N,bånd,тасма
433,Kamm::N,kam,регъ
434,Spiegel::N,spejl,гуьзгуь
435,Riemen::N,rem,къайиш
436,Schnur::N,snor,еб
437,Leine::N,snor,
438,Decke::N,tæppe,яргъан
439,Kissen::N,pude,хъуьцуьган
440,Tuch::N,sjaltørklæde,шал
441,Handtuch::N,håndklæde,дасмал
442,Kraft::N,kraft,гуж
443,Stärke::N,styrke,къуват
444,Gesundheit::N,sundhed,сагъвал
445,Krankheit::N,sygdom,тӏал
446,Schmerz::N,smerte,тӏал
447,Schmerz::N,smerte,тӏарвал
448,Wunde::N,sår,хер
449,Fieber::N,feber,ифин
450,Arznei::N,medicin,дарман
451,Arznei::N,lægemiddel,дарман
452,Brücke::N,bro,муьгъ
453,Brunnen::N,brønd,къуй
454,Weide::N,græsgang,уьруьш
455,Pfad::N,sti,рехъ
456,Weg::N,vej,рехъ
457,Straße::N,gade,рехъ
458,Dorf::N,landsby,хуьр
459,Stadt::N,by,шегьер
460,Brief::N,brev,кагъаз
461,Buch::N,bog,улуб
462,Buchstabe::N,bogstav,гьарф
463,Zeitung::N,avis,газета
464,Leben::N,liv,уьмуьр
465,Tod::N,død,кьиникь
466,Grab::N,grav,сур
467,Kirche::N,kirke,килиса
468,Sünde::N,synd,гунагь
469,Gott::N,gud,аллагь
470,Arbeiter::N,arbejder,фяле
471,Chef::N,chef,гьаким
472,Meister::N,mester,устӏар
473,Arzt::N,læge,доктор
474,Lehrer::N,lærer,муаллим
475,Geld::N,penge,пул
476,Geschäft::N,forretning,
477,Laden::N,butik,магазин
478,Laden::N,forretning,магазин
479,Preis::N,pris,къимет
480,Ware::N,vare,мал
481,Ware::N,vare,товар
482,Nutzen::N,nytte,хийир
483,Nutzen::N,nytte,менфят
484,Reichtum::N,rigdom,девлет
485,Welt::N,verden,дуьнья
486,Land::N,land,уьлкве
487,Staat::N,stat,пачагьлугъ
488,Staat::N,stat,государство
489,König::N,konge,пачагь
490,Macht::N,magt,власть
491,Grenze::N,grænse,сергьят
492,Krieg::N,krig,дяве
493,Feind::N,fjende,душман
494,Gewalt::N,vold,гуж
495,Kampf::N,kamp,женг
496,Bogen[Waffe]::N,bue,чӏемерук
497,Pfeil::N,pil,хьел
498,Gewehr::N,gevær,тфенг
499,Fehler::N,fejl,гъалатӏ
500,Lüge::N,løgn,ттаб
501,Schaden::N,skade,зиян
502,Schaden::N,skade,зарар
503,Unglück::N,uheld,бала
504,Unglück::N,uheld,бедбахтвал
505,Unglück::N,ulykke,бала
506,Unglück::N,ulykke,бедбахтвал
507,Schuld::N,skyld,тахсир
508,Alter::N,alder,яш
509,Schluss::N,slut,эхир
510,Schluss::N,slutning,эхир
511,Zeit::N,tid,вяде
512,Tag::N,dag,югъ
513,Morgen::N,morgen,пакама
514,Mittag::N,middag,нисин
515,Abend::N,aften,няни
516,Nacht::N,nat,йиф
517,Woche::N,uge,гьафте
518,Monat::N,måned,варз
519,Jahr::N,år,йис
520,Frühling::N,forår,гатфар
521,Sommer::N,sommer,гад
522,Herbst::N,efterår,зул
523,Winter::N,vinter,кьуьд
524,Januar::N,januar,январь
525,Februar::N,februar,февраль
526,März::N,marts,март
527,April::N,april,апрель
528,Mai::N,maj,май
529,Juni::N,juni,июнь
530,Juli::N,juli,июль
531,August::N,august,август
532,September::N,september,сентябрь
533,Oktober::N,oktober,октябрь
534,November::N,november,ноябрь
535,Dezember::N,december,декабрь
536,Montag::N,mandag,ислен
537,Dienstag::N,tirsdag,саласа
538,Mittwoch::N,onsdag,арбе
539,Donnerstag::N,torsdag,хемис югъ
540,Freitag::N,fredag,жуьмя
541,Freitag::N,fredag,жуьмя югъ
542,Samstag::N,lørdag,киш
543,Sonntag::N,søndag,гьяд
544,groß::A,stor,еке
545,groß::A,stor,чӏехи
546,klein::A,lille,гъвечӏи
547,lang::A,lang,яргъи
548,kurz::A,kort,куьруь
549,breit::A,bred,гьяркьуь
550,schmal::A,smal,гуьтӏуь
551,dicht::A,tæt,къалин
552,dick[Gegenstand]::A,tyk,
553,dünn::A,tynd,кьелечӏ
554,fein::A,fin,шуькӏуь
555,fest::A,fast,кӏеви
556,flach::A,flad,кьулу
557,glatt::A,glat,цӏалцӏам
558,hart::A,hård,кӏеви
559,weich::A,blød,хъуьтуьл
560,rund::A,rund,элкъвей
561,spitz::A,spids,хци
562,scharf::A,skarp,хци
563,stumpf::A,sløv,къуьруь
564,stumpf::A,stump,къуьруь
565,schwer::A,tung,залан
566,schön::A,skøn,иер
567,heiß::A,hed,кудай
568,warm::A,varm,чими
569,kalt::A,kold,мекьи
570,kühl::A,kølig,къайи
571,frisch::A,frisk,таза
572,frisch::A,frisk,михьи
573,feucht::A,fugtig,ламу
574,nass::A,våd,кьежей
575,trocken::A,tør,кьуру
576,voll::A,fuld,ацӏай
577,leer::A,tom,буш
578,leer::A,tom,ичӏи
579,offen::A,åben,ахъа
580,geschlossen::A,lukket,кӏеви
581,sauber::A,ren,михьи
582,schmutzig::A,snavset,чиркин
583,schmutzig::A,snavset,кьацӏай
584,roh::A,rå,чиг
585,roh::A,rå,ицӏи
586,reif::A,moden,дигмиш хьайи
587,lecker::A,lækker,дадлу
588,süß::A,sød,ширин
589,bitter::A,bitter,туькьуьл
590,sauer::A,sur,цуру
591,hell::A,lys,экуь
592,dunkel::A,mørk,мичӏи
593,schwarz::A,sort,чӏулав
594,weiß::A,hvid,лацу
595,rot::A,rød,яру
596,gelb::A,gul,хъипи
597,blau::A,blå,вили
598,grün::A,grøn,къацу
599,grau::A,grå,рехи
600,bunt::A,broget,цӏару
601,bunt::A,broget,яру-цӏару
602,billig::A,billig,ужуз
603,teuer::A,dyr,багьа
604,wertvoll::A,værdifuld,масан
605,blind::A,blind,буьркьуь
606,taub::A,døv,биши
607,kräftig::A,kraftig,гужлу
608,stark::A,stærk,къуватлу
609,schwach::A,svag,такьатсуз
610,fett::A,fed,куьк
611,schlank::A,slank,шумал
612,hübsch::A,køn,гуьрчег
613,böse::A,ond,пис
614,böse::A,slem,пис
615,dumm::A,dum,ахмакь
616,faul::A,doven,тенпел
617,fleißig::A,flittig,сяй ийидай
618,fleißig::A,flittig,сяйи ийидай
619,geizig::A,gerrig,мискьи
620,klug::A,klog,акьуллу
621,geschickt::A,dygtig,магьир
622,geschickt::A,behændig,магьир
623,lieb::A,rar,играми
624,lustig::A,lystig,шад
625,sanft::A,blid,назик
626,sanft::A,blid,милайим
627,hungrig::A,sulten,гишин
628,krank::A,syg,кефсуз
629,nackt::A,nøgen,кьецӏил
630,traurig::A,bedrøvet,пашман
631,lebendig::A,levende,ччан алай
632,gut::A,god,хъсан
633,gut::A,god,вижевай
634,schlecht::A,dårlig,пис
635,richtig::A,rigtig,дуьз
636,schlimm::A,slem,нифретлу
637,wahr::A,sand,гьакъикъи
638,alt::A,gammel,эски
639,alt::A,gammel,куьгьне
640,neu::A,ny,цӏийи
641,ehemalig::A,forhenværende,виликан
642,alt[Lebewesen]::A,gammel,кьуьзуь
643,jung::A,ung,жегьил
644,arm::A,fattig,кесиб
645,reich::A,rig,девлетлу
646,bekannt::A,kendt,чидай
647,berühmt::A,berømt,машгьур
648,fremd::A,fremmed,ччара
649,verschieden::A,forskellig,жуьреба-жуьре
650,nah::A,nær,мукьвал
651,fern::A,fjern,яргъал
652,linker::A,venstre,чапла
653,rechter::A,højre,эрчӏи
654,anderer::A,anden,маса
655,anderer::A,anden,муькуь
656,erster::A,første,сад лагьай
657,zweiter::A,anden,кьвед лагьай
658,dritter::A,tredje,пуд лагьай
659,letzter::A,sidste,эхиримжи
660,allein::ADV,alene,кьилди
661,auf einmal::ADV,på én gang,
662,zusammen::ADV,sammen,санал
663,lange::ADV,længe,яргъалди
664,plötzlich::ADV,pludselig,садлагьана
665,sofort::ADV,straks,гьасятда
666,später::ADV,senere,гуьгъуьнлай
667,jetzt::ADV,nu,гила
668,heute::ADV,i dag,къе
669,morgen::ADV,i morgen,пака
670,bald::ADV,snart,мукьва
671,bald::ADV,snart,мукьвара
672,dann::ADV,så,ахпа
673,gestern::ADV,i går,накь
674,einst::ADV,engang,садра
675,damals::ADV,dengang,а чӏавуз
676,danach::ADV,derefter,ахпа
677,vorher::ADV,før,вилик
678,vorher::ADV,forud,вилик
679,zuerst::ADV,først,сифте
680,einmal::ADV,en gang,садра
681,manchmal::ADV,sommetider,гагь-гагь
682,oft::ADV,ofte,гзаф вахтара
683,immer::ADV,altid,гьамиша
684,niemals::ADV,aldrig,са чӏавузни
685,niemals::ADV,aldrig,са вахтундани
686,hier::ADV,her,ина
687,hierhin::ADV,hid,иниз
688,hierhin::ADV,herhen,иниз
689,von hier::ADV,herfra,инай
690,dort::ADV,der,ана
691,dorthin::ADV,derhen,аниз
692,geradeaus::ADV,lige ud,дуьз
693,vorwärts::ADV,fremad,вилик
694,vorwärts::ADV,fremad,виликди
695,rückwärts::ADV,baglæns,кьулухъ
696,zurück::ADV,tilbage,
697,unten::ADV,nede,агъада
698,unten::ADV,forneden,агъада
699,hinab::ADV,ned,агъуз
700,hinab::ADV,nedad,агъуз
701,oben::ADV,oppe,винел
702,oben::ADV,ovenpå,винел
703,hinauf::ADV,op,виниз
704,hinauf::ADV,opad,виниз
705,überall::ADV,overalt,вирина
706,nicht::ADV,ikke,ваъ
707,ein wenig::ADV,lidt,са тӏимил
708,kaum::ADV,knap,жизви
709,kaum::ADV,næppe,жизви
710,sehr::ADV,meget,лап
711,so::ADV,så,икӏ
712,noch::ADV,endnu,гьеле
713,nur::ADV,kun,анжах
714,nur::ADV,bare,анжах
715,schon::ADV,alt,хъувуна
716,schon::ADV,alt,мадни дардиз
717,schon::ADV,alt,мадни гуьтӏуьз
718,schon::ADV,alt,мадни гуьтӏуь я
719,schon::ADV,allerede,хъувуна
720,schon::ADV,allerede,мадни дардиз
721,schon::ADV,allerede,мадни гуьтӏуьз
722,schon::ADV,allerede,мадни гуьтӏуь я
723,wieder::ADV,igen,
724,vergebens::ADV,forgæves,нагьакь
725,vergebens::ADV,forgæves,нагьакьа
726,vor::PRP,foran,вилик
727,vor::PRP,uden for,вилик
728,hinter::PRP,bag,кьулухъ
729,hinter::PRP,bagved,кьулухъ
730,unter::PRP,under,кӏаник
731,durch::PRP,gennem,арадай
732,durch::PRP,gennem,-кай хкатна
733,durch::PRP,igennem,арадай
734,durch::PRP,igennem,-кай хкатна
735,neben::PRP,ved siden af,патав
736,neben::PRP,ved siden af,мукьув
737,zwischen::PRP,mellem,ара
738,zwischen::PRP,mellem,арада
739,wegen::PRP,på grund af,гъиляй
740,dies::PRN,dette,и
741,dies::PRN,dette,им
742,das::PRN,det,а
743,das::PRN,det,ам
744,alles::PRN,alt,вири
745,alles::PRN,alt,михьиз
746,ich::PRN,jeg,за
747,ich::PRN,jeg,зун
748,du::PRN,du,вун
749,er::PRN,han,ам
750,er::PRN,han,гьа
751,wir::PRN,vi,чун
752,ihr::PRN,I,куьн
753,sie::PRN,de,абур
754,was::FPRN,hvad,вуч
755,wer::FPRN,hvem,вуж
756,wo::FADV,hvor,гьина
757,wohin::FADV,hvorhen,гьиниз
758,wie::FADV,hvordan,гьикӏ
759,warum::FADV,hvorfor,вучиз
760,wieviel::FNUM,hvor meget,шумуд
761,eins::NUM,én,са
762,zwei::NUM,to,кьвед
763,drei::NUM,tre,пуд
764,vier::NUM,fire,кьуд
765,fünf::NUM,fem,вад
766,sechs::NUM,seks,ругуд
767,sieben::NUM,syv,ирид
768,acht::NUM,otte,муьжуьд
769,neun::NUM,ni,кӏуьд
770,zehn::NUM,ti,цӏуд
771,elf::NUM,elleve,цӏусад
772,zwölf::NUM,tolv,цӏикьвед
773,zwanzig::NUM,tyve,къад
774,dreißig::NUM,tredive,къанницӏуд
775,vierzig::NUM,fyrre,яхцӏур
776,vierzig::NUM,fyrretyve,яхцӏур
777,fünfzig::NUM,halvtreds,яхцӏурни цӏуд
778,sechzig::NUM,tres,пудкъад
779,siebzig::NUM,halvfjerds,пудкъанни цӏуд
780,achtzig::NUM,firs,кьудкъад
781,neunzig::NUM,halvfems,кьудкъанни цӏуд
782,hundert::NUM,hundrede,виш
783,tausend::NUM,tusind,агъзур
784,und::CNJ,og,ва
785,oder::CNJ,eller,я
786,stehen::V,stå,акъвазун
787,sitzen::V,sidde,ацукьун
788,liegen::V,ligge,къаткун
789,hängen::V,hænge,куьрс хьун
790,werden::V,blive,хьун
791,passieren::V,ske,хьун
792,passieren::V,hænde,хьун
793,beginnen::V,begynde,башламиш хьун
794,enden::V,ende,куьтягь хьун
795,wechseln::V,veksle,дегиш хьун
796,aufgehen[Sonne]::V,gå op,экъечӏун
797,aufgehen[Sonne]::V,stå op,экъечӏун
798,untergehen[Sonne]::V,gå ned,акӏун
799,scheinen[Sonne]::V,skinne,ишигь гун
800,donnern::V,tordne,къукърумар авун
801,wehen::V,blæse,
802,strömen::V,strømme,авахьун
803,fließen::V,flyde,авахьун
804,sich drehen::V,dreje sig,элкъуьн
805,schwanken::V,vakle,юзун
806,schwingen::V,svinge,галтад хьун
807,fallen::V,falde,аватун
808,brennen::V,brænde,кун
809,brennen::V,brænde,ккун
810,rauchen::V,ryge,
