,Concept_ID,da,mn
101,Schaum::N,skum,хөөс
102,Schmutz::N,snavs,хир
103,Schmutz::N,snavs,шавхай
104,See::N,sø,нуур
105,Sumpf::N,sump,намаг
106,Sumpf::N,sump,балчиг
107,Moor::N,mose,хүлрийн намаг
108,Wiese::N,eng,нуга
109,Wald::N,skov,ой
110,Hügel::N,høj,болдог
111,Hügel::N,bakke,болдог
112,Anhöhe::N,høj,гүвээ
113,Anhöhe::N,bakke,гүвээ
114,Berg::N,bjerg,уул
115,Gipfel::N,top,орой
116,Gipfel::N,top,оргил
117,Höhle::N,hule,агуй
118,Abhang::N,skrænt,хүр
119,Abhang::N,skråning,хүр
120,Quelle::N,kilde,булаг
121,Bach::N,bæk,горхи
122,Fluss::N,flod,гол
123,Fluss::N,flod,мөрөн
124,Ufer::N,bred,эрэг
125,Küste::N,kyst,эрэг
126,Festland::N,fastland,хуурай газар
127,Meer::N,hav,далай
128,Meer::N,hav,тэнгис
129,Bucht::N,bugt,булан
130,Bucht::N,bugt,далайн тохой
131,Insel::N,ø,арал
132,Blume::N,blomst,цэцэг
133,Gras::N,græs,өвс
134,Gras::N,græs,ногоо
135,Wurzel::N,rod,үндэс
136,Baum::N,træ,мод
137,Stamm::N,stamme,иш
138,Stamm::N,stamme,гуалин
139,Rinde::N,bark,холтос
140,Ast::N,gren,гишүү
141,Zweig::N,kvist,салаа
142,Blatt::N,blad,навч
143,Birke::N,birk,хус
144,Kiefer[Baum]::N,fyrretræ,нарс
145,Weide[Baum]::N,piletræ,уд
146,Weide[Baum]::N,piletræ,бургас
147,Tanne::N,gran,гачуур
148,Horn::N,horn,эвэр
149,Feder::N,fjer,өд
150,Fell::N,skind,арьс
151,Flügel::N,vinge,жигүүр
152,Flügel::N,vinge,далавч
153,Klaue::N,klov,савар
154,Klaue::N,klov,хумс
155,Kralle::N,klo,савар
156,Schwanz::N,hale,сүүл
157,Ei::N,æg,өндөг
158,Nest::N,rede,үүр
159,Bau::N,bo,нүх
160,Bau::N,bo,элүү
161,Tier::N,dyr,амьтан
162,Tier::N,dyr,адгуус
163,Herde::N,flok,сүрэг
164,Kuh::N,ko,үнээ
165,Bulle::N,tyr,бух
166,Pferd::N,hest,морь
167,Pferd::N,hest,адуу
168,Schaf::N,får,хонь
169,Schwein::N,gris,гахай
170,Hund::N,hund,нохой
171,Katze::N,kat,муур
172,Katze::N,kat,мигуй
173,Bär::N,bjørn,баавгай
174,Eichhörnchen::N,egern,хэрэм
175,Elch::N,elg,хандгай
176,Fuchs::N,ræv,үнэг
177,Hase::N,hare,туулай
178,Maus::N,mus,хулгана
179,Wolf::N,ulv,чоно
180,Vogel::N,fugl,шувуу
181,Schwarm::N,sværm,сүрэг
182,Huhn::N,høne,тахиа
183,Hahn::N,hane,эр тахиа
184,Gans::N,gås,галуу
185,Adler::N,ørn,бүргэд
186,Ente::N,and,нугас
187,Eule::N,ugle,ууль
188,Kranich::N,trane,тогоруу
189,Krähe::N,krage,хэрээ
190,Kuckuck::N,gøg,хөхөө
191,Schwan::N,svane,хун
192,Fisch::N,fisk,загас
193,Barsch::N,aborre,алгана
194,Hecht::N,gedde,цурхай
195,Schlange[Tier]::N,slange,могой
196,Wurm::N,orm,өт
197,Wurm::N,orm,хорхой
198,Spinne::N,edderkop,аалз
199,Ameise::N,myre,шоргоолж
200,Laus::N,lus,бөөс
201,Mücke::N,myg,шумуул
202,Fliege::N,flue,ялаа
203,Schmetterling::N,sommerfugl,эрвээхэй
204,Beere::N,bær,жимсгэнэ
205,Apfel::N,æble,алим
206,Pilz::N,svamp,мөөг
207,Zwiebel::N,løg,сонгино
208,Saat::N,sæd,тариа
209,Korn::N,korn,үр
210,Korn::N,korn,мөхлөг
211,Heu::N,hø,өвс
212,Schale::N,skræl,хальс
213,Grube::N,grav,алам
214,Grube::N,grav,нүх
215,Falle::N,fælde,хавх
216,Falle::N,fælde,занга
217,Schlinge::N,snare,урхи
218,Spur::N,spor,мөр
219,Asche::N,aske,үнс
220,Dreck::N,snavs,хир
221,Eisen::N,jern,төмөр
222,Gold::N,guld,алт
223,Silber::N,sølv,мөнгө
224,Kohle::N,kul,нүүрс
225,Glas::N,glas,шил
226,Lehm::N,ler,шавар
227,Sand::N,sand,элс
228,Mensch::N,mennesge,хүн
229,Mann::N,mand,эр
230,Mann::N,mand,эрэгтэй
231,Frau::N,kvinde,эмэгтэй
232,Frau::N,kvinde,хатагтай
233,Kind::N,barn,хүүхэд
234,Junge::N,dreng,хүү
235,Mädchen::N,pige,охин
236,Mädchen::N,pige,бүсгүй
237,Familie::N,familie,айл
238,Großvater::N,bedstefar,өвгөн аав
239,Großmutter::N,bedstemor,эмэг эх
240,Großmutter::N,bedstemor,эмгээ
241,Eltern::N,forældre,эцэг эх
242,Vater::N,far,аав
243,Vater::N,far,эцэг
244,Mutter::N,mor,эх
245,Mutter::N,mor,ээж
246,Sohn::N,søn,хүү
247,Tochter::N,datter,охин
248,Bruder::N,bror,ах
249,Bruder::N,bror,дүү
250,Schwester::N,søster,эгч
251,Schwester::N,søster,охин дүү
252,Onkel::N,onkel,авга ах
253,Onkel::N,onkel,нагац ах
254,Tante::N,tante,авга эгч
255,Tante::N,tante,нагац эгч
256,Ehemann::N,ægtemand,нөхөр
257,Ehefrau::N,hustru,эхнэр
258,Ehefrau::N,hustru,гэргий
259,Freude::N,glæde,баяр
260,Freude::N,glæde,баясгалан
261,Gelächter::N,latter,инээдэм
262,Glück::N,lykke,жаргалан
263,Kummer::N,sorg,гаслан
264,Wunsch::N,ønske,ерөөл
265,Lust::N,lyst,дур
266,Lust::N,lyst,хүсэл
267,Geist::N,ånd,оюун
268,Gedanke::N,tanke,сэтгэл
269,Gedächtnis::N,hukommelse,ой
270,Gedächtnis::N,hukommelse,цээж
271,Verstand::N,forstand,ухаан
272,Sinn::N,mening,утга
273,Sinn::N,betydning,утга
274,Grund::N,grund,учир
275,Wahrheit::N,sandhed,үнэн
276,Gespräch::N,samtale,яриа
277,Märchen::N,eventyr,явган үлгэр
278,Erzählung::N,fortælling,тууж
279,Nachricht::N,efterretning,мэдээ
280,Neuigkeit::N,nyhed,сонин
281,Name::N,navn,нэр
282,Rätsel::N,gåde,оньсого
283,Rede::N,tale,хэлсэн үг
284,Sprache::N,sprog,хэл
285,Stimme::N,stemme,дуу
286,Wort::N,ord,үг
287,Zeichen::N,tegn,тамга
288,Zeichen::N,tegn,тэмдэг
289,Ruf::N,råb,дуудлага
290,Lärm::N,larm,шуугиан
291,Lärm::N,larm,чимээ
292,Laut::N,lyd,анир
293,Laut::N,lyd,дуу
294,Ton::N,tone,авиа
295,Ton::N,tone,аялгуу
296,Lied::N,sang,дуу
297,Ruhe::N,ro,энх
298,Ruhe::N,ro,тайван
299,Ruhe::N,hvile,энх
300,Ruhe::N,hvile,тайван
301,Leute::N,folk,хүмүүс
302,Leute::N,mennesker,хүмүүс
303,Volk::N,folk,улс
304,Arbeit::N,arbejde,ажил
305,Arbeit::N,arbejde,хөдөлмөр
306,Gast::N,gæst,зочин
307,Gast::N,gæst,айлчин
308,Geschenk::N,gave,бэлэг
309,Spiel::N,leg,наадам
310,Spiel::N,leg,тоглоом
311,Gesellschaft::N,selskab,хамт байх
312,Hilfe::N,hjælp,тусламж
313,Freund::N,ven,найз
314,Freund::N,ven,нөхөр
315,Kamerad::N,kammerat,хань
316,Kamerad::N,kammerat,нөхөр
317,Angelegenheit::N,sag,хэрэг
318,Angelegenheit::N,anliggende,хэрэг
319,Anzahl::N,antal,тоо
320,Art::N,art,төрөл
321,Art::N,art,янз
322,Stück::N,stykke,хэсэг
323,Teil::N,del,хувь
324,Teil::N,del,хэсэг
325,Hälfte::N,halvdel,хагас
326,Kreis::N,cirkel,тойрог
327,Kreis::N,cirkel,хүрээ
328,Kreuz::N,kors,загалмай
329,Kreuz::N,kryds,загалмай
330,Linie::N,linie,шугам
331,Strich::N,streg,зураас
332,Abstand::N,afstand,зай
333,Entfernung::N,afstand,зай
334,Entfernung::N,afstand,хол ойр
335,Gegend::N,egn,хавь
336,Gegend::N,egn,газар
337,Platz::N,plads,зай
338,Platz::N,plads,завсар
339,Ort::N,sted,газар
340,Ort::N,sted,байр
341,Seite::N,side,тал
342,Seite::N,side,этгээд
343,Mitte::N,midte,төв
344,Mitte::N,midte,дунд
345,Gegenstand::N,genstand,юм
346,Sache::N,sag,үйл
347,Sache::N,sag,хэрэг
348,Rand::N,rand,зах
349,Rand::N,rand,хөвөө
350,Kante::N,kant,ирмэг
351,Ecke::N,hjørne,өнцөг
352,Spitze::N,spids,үзүүр
353,Ende::N,ende,зах
354,Ende::N,ende,үзүүр
355,Loch::N,hul,цоорхой
356,Loch::N,hul,онгорхой
357,Winkel::N,vinkel,өнцөг
358,Muster::N,mønster,хээ
359,Muster::N,mønster,угалз
360,Größe::N,størrelse,хэмжээ
361,Länge::N,længde,урт
362,Höhe::N,højde,өндөр
363,Gewicht::N,vægt,жин
364,Menge::N,mængde,тоо
365,Haufen::N,bunke,бөөн
366,Reihe::N,række,эгнээ
367,Boot::N,båd,завь
368,Ruder::N,åre,сэлүүр
369,Schlitten::N,kælk,чарга
370,Schlitten::N,slæde,чарга
371,Ski::N,ski,цана
372,Lagerfeuer::N,lejrbål,түүдэг
373,Last::N,last,ачаа
374,Last::N,byrde,ачаа
375,Gang::N,gang,явдал
376,Schritt::N,skridt,алхам
377,Norden::N,nord,умар
378,Süden::N,syd,урд
379,Süden::N,syd,өмнө
380,Westen::N,vest,өрнө
381,Westen::N,vest,баруун
382,Osten::N,øst,зүүн
383,Osten::N,øst,дорно
384,Holz::N,træ,мод
385,Brett::N,bræt,банз
386,Platte::N,plade,хавтан
387,Stütze::N,støtte,тулгуур
388,Stütze::N,støtte,тулга
389,Stange::N,stang,сургааг
390,Stock::N,stok,саваа
391,Stab::N,stav,таяг
392,Rohr::N,rør,хоолой
393,Haus::N,hus,гэр
394,Haus::N,hus,байшин
395,Heim::N,hjem,гэр
396,Ofen::N,ovn,зуух
397,Ofen::N,ovn,пийшин
398,Fußboden::N,gulv,шал
399,Tisch::N,bord,ширээ
400,Stuhl::N,stol,сандал
401,Wiege::N,vugge,өлгий
402,Bett::N,seng,ор
403,Regal::N,reol,тавиур
404,Kiste::N,kasse,авдар
405,Kiste::N,kasse,хайрцаг
406,Fenster::N,vindue,гэгээвч
407,Tür::N,dør,үүд
408,Tür::N,dør,хаалга
409,Tor::N,port,хаалга
410,Zaun::N,stakit,хашаа
411,Dach::N,tag,дээвэр
412,Leiter::N,stige,шат
413,Besen::N,kost,хамуур
414,Besen::N,kost,туужуу
415,Spaten::N,spade,хүрз
416,Schaufel::N,skovl,хүрз
417,Gabel::N,gaffel,сэрээ
418,Löffel::N,ske,халбага
419,Messer::N,kniv,хутга
420,Nagel::N,søm,хадаас
421,Netz::N,net,өөш
422,Netz::N,net,тор
423,Haken::N,krog,гох
424,Griff::N,tag,иш
425,Griff::N,tag,сэнж
426,Griff::N,håndtag,иш
427,Griff::N,håndtag,сэнж
428,Schloss::N,lås,цуурга
429,Schloss::N,lås,цоож
430,Bild::N,billede,зураг
431,Figur::N,figur,баримал
432,Puppe::N,dukke,хүүхэлдэй
433,Beutel::N,pose,агсаа
434,Beutel::N,pose,уут
435,Bündel::N,bylt,боодол
436,Bündel::N,bundt,боодол
437,Tasche::N,taske,цүнх
438,Eimer::N,spand,хөнөг
439,Eimer::N,spand,хувин
440,Deckel::N,låg,таг
441,Deckel::N,låg,хавхаг
442,Geschirr::N,husgeråd,сав суулга
443,Sack::N,sæk,шуудай
444,Tasse::N,kop,аяга
445,Topf::N,gryde,тогоо
446,Kessel::N,kedel,тогоо
447,Essen::N,måltid,идээ
448,Nahrung::N,mad,хүнс
449,Nahrung::N,næring,хүнс
450,Speise::N,ret,идээ
451,Fleisch::N,kød,мах
452,Getreide::N,korn,будаа
453,Brei::N,grød,богшмол
454,Brei::N,grød,будаа
455,Brot::N,brød,талх
456,Scheibe::N,skive,зүсэм
457,Scheibe::N,skive,хэрчим
458,Fett::N,fedt,өөх
459,Butter::N,smør,тос
460,Öl::N,olie,тос
461,Salz::N,salt,давс
462,Suppe::N,suppe,шөл
463,Honig::N,honning,бал
464,Milch::N,mælk,сүү
465,Tee::N,te,цай
466,Leder::N,skind,арьс
467,Leder::N,skind,савхи
468,Wolle::N,uld,ноос
469,Wolle::N,uld,унгас
470,Stoff::N,stof,бөс
471,Nadel::N,nål,зүү
472,Faden::N,tråd,боолт
473,Faden::N,tråd,утас
474,Knopf::N,knap,товч
475,Knoten::N,knude,зангилаа
476,Farbe::N,farve,будаг
477,Kleidung::N,påklædning,хувцас
478,Hemd::N,skjorte,цамц
479,Kragen::N,krave,зах заам
480,Ärmel::N,ærme,ханцуй
481,Hose::N,bukser,өмд
482,Gürtel::N,bælte,бүс
483,Mütze::N,hue,малгай
484,Mütze::N,hue,бүрх
485,Schuh::N,sko,туфли
486,Stiefel::N,støvle,гутал
487,Ring::N,ring,бөгж
488,Band::N,bånd,тууз
489,Kamm::N,kam,сам
490,Spiegel::N,spejl,толь
491,Riemen::N,rem,тасам
492,Riemen::N,rem,сур
493,Schnur::N,snor,татлага
494,Leine::N,snor,оосор
495,Decke::N,tæppe,хөнжил
496,Decke::N,tæppe,хучлага
497,Kissen::N,pude,дэр
498,Tuch::N,sjaltørklæde,алчуур
499,Tuch::N,sjaltørklæde,даавуу
500,Handtuch::N,håndklæde,алчуур
501,Kraft::N,kraft,чадал
502,Kraft::N,kraft,хүч
503,Stärke::N,styrke,эрч
504,Stärke::N,styrke,тэнхээ
505,Gesundheit::N,sundhed,бие
506,Gesundheit::N,sundhed,эрүүл мэнд
507,Krankheit::N,sygdom,эмгэг
508,Schmerz::N,smerte,өвчин
509,Wunde::N,sår,шарх
510,Fieber::N,feber,халуун
511,Arznei::N,medicin,эм
512,Arznei::N,lægemiddel,эм
513,Brücke::N,bro,гүүр
514,Brunnen::N,brønd,худаг
515,Weide::N,græsgang,бэлчээр
516,Pfad::N,sti,жим
517,Pfad::N,sti,зөрөг
518,Weg::N,vej,зам
519,Weg::N,vej,харгуй
520,Straße::N,gade,зам
521,Straße::N,gade,харгуй
522,Dorf::N,landsby,тосгон
523,Dorf::N,landsby,гацаа
524,Stadt::N,by,хот
525,Brief::N,brev,захидал
526,Brief::N,brev,захиа
527,Buch::N,bog,ном
528,Buch::N,bog,бичиг
529,Buchstabe::N,bogstav,үсэг
530,Zeitung::N,avis,сонин
531,Leben::N,liv,амь
532,Leben::N,liv,амьдрал
533,Tod::N,død,үхэл
534,Grab::N,grav,булш
535,Kirche::N,kirke,сүм
536,Sünde::N,synd,нүгэл
537,Sünde::N,synd,хилэнц
538,Gott::N,gud,бурхан
539,Arbeiter::N,arbejder,ажилчин
540,Arbeiter::N,arbejder,хөдөлмөрчин
541,Chef::N,chef,дарга
542,Meister::N,mester,дархан
543,Arzt::N,læge,эмч
544,Lehrer::N,lærer,багш
545,Geld::N,penge,цаас
546,Geld::N,penge,мөнгө
547,Geschäft::N,forretning,наймаа
548,Laden::N,butik,дэлгүүр
549,Laden::N,forretning,дэлгүүр
550,Preis::N,pris,үнэ
551,Ware::N,vare,таваар
552,Ware::N,vare,бараа
553,Nutzen::N,nytte,ашиг
554,Reichtum::N,rigdom,баялаг
555,Welt::N,verden,дэлхий
556,Welt::N,verden,орчлон
557,Land::N,land,улс
558,Land::N,land,орон
559,Staat::N,stat,төр
560,Staat::N,stat,гүрэн
561,König::N,konge,ван
562,Macht::N,magt,засаг
563,Grenze::N,grænse,хил
564,Krieg::N,krig,дайн
565,Feind::N,fjende,дайсан
566,Gewalt::N,vold,хүчирхэх
567,Kampf::N,kamp,тэмцэл
568,Kampf::N,kamp,байлдаан
569,Bogen[Waffe]::N,bue,нум
570,Pfeil::N,pil,годил
571,Pfeil::N,pil,сум
572,Gewehr::N,gevær,буу
573,Fehler::N,fejl,эндэл
574,Fehler::N,fejl,алдаа
575,Lüge::N,løgn,худал
576,Schaden::N,skade,хор
577,Schaden::N,skade,хөнөөл
578,Unglück::N,uheld,гай
579,Unglück::N,uheld,гамшиг
580,Unglück::N,ulykke,гай
581,Unglück::N,ulykke,гамшиг
582,Schuld::N,skyld,гэм
583,Schuld::N,skyld,буруу
584,Alter::N,alder,нас
585,Schluss::N,slut,эцэс
586,Schluss::N,slut,төгсгөл
587,Schluss::N,slutning,эцэс
588,Schluss::N,slutning,төгсгөл
589,Zeit::N,tid,цаг
590,Tag::N,dag,өдөр
591,Morgen::N,morgen,өглөө
592,Mittag::N,middag,үд
593,Abend::N,aften,үдэш
594,Nacht::N,nat,шөнө
595,Woche::N,uge,долоо хоног
596,Monat::N,måned,сар
597,Jahr::N,år,жил
598,Frühling::N,forår,хавар
599,Sommer::N,sommer,зун
600,Herbst::N,efterår,намар
601,Winter::N,vinter,өвөл
602,Januar::N,januar,нэгдүгээр сар
603,Februar::N,februar,хоёрдугаар сар
604,März::N,marts,гуравдугаар сар
605,April::N,april,дөрөвдүгээр сар
606,Mai::N,maj,тавдугаар сар
607,Juni::N,juni,зургаадугаар сар
608,Juli::N,juli,долдугаар сар
609,August::N,august,наймдугаар сар
610,September::N,september,есдүгээр сар
611,Oktober::N,oktober,аравдугаар сар
612,November::N,november,арван нэгдүгээр сар
613,Dezember::N,december,арван хоёрдугаар сар
614,Montag::N,mandag,даваа
615,Dienstag::N,tirsdag,мягмар
616,Mittwoch::N,onsdag,лхагва
617,Donnerstag::N,torsdag,пүрэв
618,Freitag::N,fredag,баасан
619,Samstag::N,lørdag,бямба
620,Sonntag::N,søndag,ням
621,groß::A,stor,их
622,groß::A,stor,том
623,klein::A,lille,бага
624,klein::A,lille,жаахан
625,lang::A,lang,урт
626,kurz::A,kort,охор
627,kurz::A,kort,богино
628,breit::A,bred,өргөн
629,schmal::A,smal,уйтан
630,schmal::A,smal,нарийн
631,dicht::A,tæt,нягт
632,dicht::A,tæt,чигжүү
633,dick[Gegenstand]::A,tyk,зузаан
634,dünn::A,tynd,нимгэн
635,fein::A,fin,нарийн
636,fest::A,fast,бөх
637,fest::A,fast,хатуу
638,flach::A,flad,хавтгай
639,glatt::A,glat,цагаан
640,hart::A,hård,хатуу
641,weich::A,blød,зөөлөн
642,rund::A,rund,дугуй
643,rund::A,rund,дугариг
644,spitz::A,spids,шовх
645,spitz::A,spids,шовгор
646,scharf::A,skarp,хурц
647,scharf::A,skarp,иртэй
648,stumpf::A,sløv,мохоо
649,stumpf::A,stump,мохоо
650,schwer::A,tung,хүнд
651,schön::A,skøn,гуа
652,schön::A,skøn,сайхан
653,heiß::A,hed,халуун
654,warm::A,varm,дулаан
655,kalt::A,kold,хүйтэн
656,kühl::A,kølig,сэрүүн
657,frisch::A,frisk,эрүүл
658,frisch::A,frisk,жихүүн
659,feucht::A,fugtig,чийгтэй
660,nass::A,våd,нойтон
661,trocken::A,tør,хатсан
662,voll::A,fuld,дүүрэн
663,leer::A,tom,хоосон
664,offen::A,åben,онгорхой
665,geschlossen::A,lukket,битүү
666,geschlossen::A,lukket,хаалтай
667,sauber::A,ren,цэвэр
668,sauber::A,ren,хиргүй
669,schmutzig::A,snavset,бохир
670,schmutzig::A,snavset,хиртэй
671,roh::A,rå,түүхий
672,reif::A,moden,болсон
673,lecker::A,lækker,амттай
674,süß::A,sød,амттай
675,süß::A,sød,чихэрлэг
676,bitter::A,bitter,гашуун
677,sauer::A,sur,эсгэлэн
678,hell::A,lys,гэгээн
679,hell::A,lys,гэрэлтэй
680,dunkel::A,mørk,бараан
681,dunkel::A,mørk,харанхуй
682,schwarz::A,sort,хар
683,weiß::A,hvid,цагаан
684,rot::A,rød,улаан
685,gelb::A,gul,шар
686,blau::A,blå,хөх
687,blau::A,blå,цэнхэр
688,grün::A,grøn,ногоон
689,grau::A,grå,орог
690,grau::A,grå,саарал
691,bunt::A,broget,эрээн
692,billig::A,billig,хямд
693,teuer::A,dyr,үнэтэй
694,wertvoll::A,værdifuld,үнэт
695,blind::A,blind,сохор
696,taub::A,døv,чих хатуу
697,kräftig::A,kraftig,чийрэг
698,stark::A,stærk,хүчтэй
699,stark::A,stærk,чадалтай
700,schwach::A,svag,сул
701,fett::A,fed,тарган
702,fett::A,fed,голигор
703,schlank::A,slank,голшиг
704,hübsch::A,køn,сайхан
705,hübsch::A,køn,хөөрхөн
706,böse::A,ond,муу
707,böse::A,ond,хортой
708,böse::A,slem,муу
709,böse::A,slem,хортой
710,dumm::A,dum,тэнэг
711,faul::A,doven,залхуу
712,fleißig::A,flittig,чармайлтгай
713,geizig::A,gerrig,харамч
714,klug::A,klog,цэцэн
715,geschickt::A,dygtig,дүйтэй
716,geschickt::A,behændig,дүйтэй
717,lieb::A,rar,хайрт
718,lustig::A,lystig,цэнгэлтэй
719,sanft::A,blid,наалинхай
720,hungrig::A,sulten,өлөн
721,hungrig::A,sulten,өлссөн
722,krank::A,syg,өвчтэй
723,nackt::A,nøgen,нүцгэн
724,traurig::A,bedrøvet,гунигт
725,lebendig::A,levende,амьд
726,lebendig::A,levende,амьтай
727,gut::A,god,сайн
728,schlecht::A,dårlig,муу
729,schlecht::A,dårlig,өөдгүй
730,richtig::A,rigtig,зөв
731,richtig::A,rigtig,зүйтэй
732,schlimm::A,slem,муухай
733,wahr::A,sand,үнэн
734,wahr::A,sand,жинхэнэ
735,alt::A,gammel,хуучин
736,neu::A,ny,шинэ
737,ehemalig::A,forhenværende,агсан
738,ehemalig::A,forhenværende,байсан
739,alt[Lebewesen]::A,gammel,өвгөн
740,alt[Lebewesen]::A,gammel,хижээл
741,jung::A,ung,залуу
742,arm::A,fattig,ядуу
743,reich::A,rig,баян
744,reich::A,rig,баялаг
745,bekannt::A,kendt,танил
746,berühmt::A,berømt,цуутай
747,berühmt::A,berømt,алдартай
748,fremd::A,fremmed,харь
749,fremd::A,fremmed,гадаад
750,verschieden::A,forskellig,ондоо
751,verschieden::A,forskellig,янз янзын
752,nah::A,nær,ойрын
753,nah::A,nær,дөтийн
754,fern::A,fjern,холын
755,linker::A,venstre,буруу
756,rechter::A,højre,баруун
757,anderer::A,anden,өөр
758,anderer::A,anden,нөгөө
759,erster::A,første,нэгдэх
760,erster::A,første,нэгдүгээр
761,zweiter::A,anden,хоёрдугаар
762,dritter::A,tredje,гуравдугаар
763,letzter::A,sidste,сүүлийн
764,allein::ADV,alene,ганцаараа
765,auf einmal::ADV,på én gang,нэгмөсөн
766,zusammen::ADV,sammen,цуг
767,zusammen::ADV,sammen,хамт
768,lange::ADV,længe,удаан
769,plötzlich::ADV,pludselig,гэнэт
770,sofort::ADV,straks,дороо
771,später::ADV,senere,дараа
772,jetzt::ADV,nu,өнөө
773,heute::ADV,i dag,өнөө
774,heute::ADV,i dag,өнөөдөр
775,morgen::ADV,i morgen,маргааш
776,morgen::ADV,i morgen,маргаадар
777,bald::ADV,snart,түргэн
778,bald::ADV,snart,удахгүй
779,dann::ADV,så,хожим
780,dann::ADV,så,тэгээд
781,gestern::ADV,i går,өчигдөр
782,einst::ADV,engang,нэг
783,damals::ADV,dengang,тэгэхэд
784,danach::ADV,derefter,тэгээд
785,danach::ADV,derefter,дараа нь
786,vorher::ADV,før,урьд
787,vorher::ADV,forud,урьд
788,zuerst::ADV,først,анх
789,zuerst::ADV,først,эхлээд
790,einmal::ADV,en gang,нэг удаа
791,manchmal::ADV,sommetider,хааяа
792,manchmal::ADV,sommetider,заримдаа
793,oft::ADV,ofte,олонтоо
794,immer::ADV,altid,байнга
795,niemals::ADV,aldrig,хэзээ ч
796,niemals::ADV,aldrig,хэдийд ч
797,hier::ADV,her,энд
798,hierhin::ADV,hid,нааш
799,hierhin::ADV,herhen,нааш
800,von hier::ADV,herfra,эндээс
801,dort::ADV,der,тэнд
802,dorthin::ADV,derhen,тийш
803,geradeaus::ADV,lige ud,шулуун
804,vorwärts::ADV,fremad,урагшаа
805,rückwärts::ADV,baglæns,буцаан
806,rückwärts::ADV,baglæns,сөөргөө
807,zurück::ADV,tilbage,буцаж
808,zurück::ADV,tilbage,гэдрэг
809,unten::ADV,nede,дор
810,unten::ADV,forneden,дор
811,hinab::ADV,ned,уруу
812,hinab::ADV,nedad,уруу
813,oben::ADV,oppe,дээр
814,oben::ADV,ovenpå,дээр
815,hinauf::ADV,op,өөд
