,Concept_ID,kv,hi
89,Träne::N,синва,अश्रु
90,Geschmack::N,кӧр,स्वाद
91,Geschmack::N,кӧр,ज़ायक़ा
92,Geruch::N,дук,बू
93,Geruch::N,дук,गंध
94,Schlaf::N,он,नींद
95,Schlaf::N,он,निद्रा
96,Traum::N,вӧт,सपना
97,Traum::N,вӧт,स्वप्न
98,Himmel::N,небо,आकाश
99,Himmel::N,небо,आसमान
100,Sonne::N,шондi,रवि
101,Sonne::N,шондi,सूरज
102,Sonne::N,шондi,सूर्य
103,Mond::N,тӧлiсь,चाँद
104,Mond::N,тӧлiсь,चंद्र
105,Stern::N,кӧдзыв,तारा
106,Stern::N,кӧдзыв,सितारा
107,Luft::N,ру,हवा
108,Luft::N,ру,वायु
109,Wind::N,тӧв,पाद
110,Welle::N,гы,लहर
111,Welle::N,гы,तरंग
112,Wasser::N,ва,जल
113,Wasser::N,ва,पानी
114,Stein::N,из,पत्थर
115,Boden::N,му,मिट्टी
116,Erde::N,му,भूमि
117,Erde::N,му,ज़मीन
118,Staub::N,бус,धूल
119,Rauch::N,тшын,धूआँ
120,Rauch::N,тшын,धुम्र
121,Funke::N,бичир,चिनगारी
122,Funke::N,бичир,स्फुलिंग
123,Feuer::N,би,आग
124,Feuer::N,би,आतिश
125,Feuer::N,би,अग्नि
126,Licht::N,би,रोशनी
127,Licht::N,би,प्रकाश
128,Schatten::N,вуджӧр,छाया
129,Schatten::N,вуджӧр,परछाई
130,Wetter::N,погоддя,ऋतु
131,Wetter::N,погоддя,मौसम
132,Nebel::N,туман,धुँध
133,Nebel::N,туман,कुहरा
134,Wolke::N,кымӧр,मेघ
135,Wolke::N,кымӧр,अभ्र
136,Regen::N,зэр,मेंह
137,Regen::N,зэр,बारिश
138,Schnee::N,лым,हिम
139,Schnee::N,лым,बर्फ़
140,Eis::N,йы,हिम
141,Eis::N,йы,बर्फ़
142,Frost::N,мороз,ठंड
143,Kälte::N,кӧдзыт,सर्दी
144,Kälte::N,кӧдзыт,शीतलता
145,Hitze::N,ӧд,ताप
146,Hitze::N,ӧд,गरमी
147,Raureif::N,кижа,पाला
148,Regenbogen::N,енӧшка,इंद्र-धनुष
149,Donner::N,гым,गरज
150,Donner::N,гым,मेघ-गर्जन
151,Strömung::N,визывтӧм,बहाव
152,Strömung::N,визывтӧм,प्रवाह
153,Tropfen::N,тёп,बूँद
154,Schaum::N,быг,झाग
155,Schmutz::N,нять,गंद
156,Schmutz::N,нять,कीचड़
157,See::N,ты,झील
158,See::N,ты,सरोवर
159,Sumpf::N,арай,दलदल
160,Sumpf::N,арай,धँसान
161,Moor::N,нюр,झाबर
162,Moor::N,нюр,धँसान
163,Wiese::N,видз,घास-स्थल
164,Wald::N,вӧр,जंगल
165,Hügel::N,мыльк,टीला
166,Hügel::N,мыльк,पहाड़
167,Anhöhe::N,вывтас,टीला
168,Anhöhe::N,вывтас,पहाड़ी
169,Anhöhe::N,вылынін,टीला
170,Anhöhe::N,вылынін,पहाड़ी
171,Berg::N,керӧс,पहाड़
172,Gipfel::N,йыв,शिखर
173,Höhle::N,нора,गुहा
174,Höhle::N,нора,गुफ़ा
175,Abhang::N,покат,ढाल
176,Abhang::N,покат,ढलान
177,Quelle::N,больган,चश्मा
178,Bach::N,шор,सोता
179,Bach::N,шор,नदिका
180,Fluss::N,ю,नदी
181,Fluss::N,ю,सरिता
182,Ufer::N,берег,तट
183,Ufer::N,берег,किनारा
184,Küste::N,берег,समुद्र-तट
185,Festland::N,му,महाद्वीप
186,Meer::N,море,सागर
187,Meer::N,море,समुद्र
188,Bucht::N,курья,खाड़ी
189,Blume::N,цветок,फूल
190,Blume::N,цветок,पुष्प
191,Gras::N,турун,घास
192,Wurzel::N,вуж,मूल
193,Baum::N,пу,पेड़
194,Baum::N,пу,वृक्ष
195,Stamm::N,мыр,धड़
196,Stamm::N,кер,धड़
197,Rinde::N,кач,छाल
198,Rinde::N,кач,वल्कल
199,Ast::N,ув,डाल
200,Ast::N,ув,शाखा
201,Zweig::N,ув,टहनी
202,Blatt::N,лист,पत्र
203,Blatt::N,лист,पत्ता
204,Birke::N,кыдз,भूर्ज
205,Kiefer[Baum]::N,пожум,पाइन-वृक्ष
206,Weide[Baum]::N,бадь,बेंत
207,Tanne::N,кӧз,फ़र
208,Horn::N,сюр,सींग
209,Horn::N,сюр,विषाण
210,Feder::N,гӧн,पर
211,Feder::N,гӧн,पंख
212,Fell::N,кучик,खाल
213,Fell::N,кучик,पशु-चर्म
214,Flügel::N,борд,पंख
215,Flügel::N,борд,डैना
216,Klaue::N,гыж,पंजा
217,Kralle::N,кабыр,पंजा
218,Kralle::N,кабыр,नाख़ून
219,Schwanz::N,бӧж,पूँछ
220,Ei::N,кольть,अंडा
221,Nest::N,поз,नीड़
222,Nest::N,поз,घोंसला
223,Bau::N,осьта,बिल
224,Bau::N,осьта,माँद
225,Bau::N,нора,बिल
226,Bau::N,нора,माँद
227,Tier::N,зверь,पशु
228,Tier::N,зверь,जानवर
229,Herde::N,гурт,गल्ला
230,Kuh::N,мӧс,गौ
231,Kuh::N,мӧс,गाय
232,Bulle::N,ӧшка,साँड़
233,Pferd::N,вӧв,अश्व
234,Pferd::N,вӧв,घोड़ा
235,Schaf::N,баля,भेड़
236,Schwein::N,порсь,शूकर
237,Hund::N,пон,श्वान
238,Hund::N,пон,कुत्ता
239,Katze::N,кань,बिल्ली
240,Bär::N,ош,रीछ
241,Bär::N,ош,भालू
242,Eichhörnchen::N,ур,गिलहरी
243,Elch::N,вӧр мӧс,एल्क
244,Fuchs::N,руч,लोमड़ी
245,Hase::N,кӧч,खरहा
246,Hase::N,кӧч,ख़रगोश
247,Maus::N,шыр,मूष
248,Maus::N,шыр,चूहा
249,Wolf::N,кӧин,वृक
250,Wolf::N,кӧин,भेड़िया
251,Vogel::N,кай,पक्षी
252,Vogel::N,кай,चिड़िया
253,Schwarm::N,стая,झुंड
254,Schwarm::N,чукӧр,झुंड
255,Huhn::N,курӧг,मुर्ग़ी
256,Hahn::N,петух,मुर्ग़ा
257,Hahn::N,ай курӧг,मुर्ग़ा
258,Gans::N,дзодзог,हंस
259,Gans::N,дзодзог,हंसिनी
260,Adler::N,куч,उक़ाब
261,Adler::N,кутш,उक़ाब
262,Ente::N,утка,बतख़
263,Ente::N,утка,बत्तक
264,Eule::N,тупка,उल्लू
265,Kranich::N,тури,सारस
266,Kranich::N,тури,क्रौंंच
267,Krähe::N,рака,काक
268,Kuckuck::N,кӧк,कोयल
269,Kuckuck::N,кӧк,कोकिल
270,Schwan::N,юсь,हंस
271,Schwan::N,юсь,मराल
272,Fisch::N,чери,मछली
273,Fisch::N,чери,मत्स्य
274,Barsch::N,ёкыш,पर्च
275,Hecht::N,сирпинь,पाइक
276,Schlange[Tier]::N,змей,सर्प
277,Wurm::N,номыр,कृमि
278,Wurm::N,номыр,कीड़ा
279,Spinne::N,черань,लूता
280,Spinne::N,черань,मकड़ी
281,Ameise::N,кӧдзывкар,चींटी
282,Laus::N,ляпа той,जूँ
283,Mücke::N,ном,डाँस
284,Fliege::N,гут,मक्खी
285,Fliege::N,гут,मक्षिका
286,Schmetterling::N,бабыв,तितली
287,Beere::N,ягӧд,बेरी
288,Apfel::N,яблоко,सेब
289,Pilz::N,тшак,खुंबी
290,Zwiebel::N,грез,प्याज़
291,Saat::N,кӧдзыс,बीज
292,Korn::N,сю,दाना
293,Heu::N,турун,मूखी घास
294,Schale::N,кыш,बकला
295,Schale::N,кыш,छिलका
296,Schale::N,киль,बकला
297,Schale::N,киль,छिलका
298,Grube::N,яма,गड्ढा
299,Falle::N,нальк,जाल
300,Falle::N,нальк,फँदा
301,Falle::N,кляпча,जाल
302,Falle::N,кляпча,फँदा
303,Schlinge::N,лӧч,फँदा
304,Spur::N,туй,सुराग़
305,Spur::N,туй,पद-चिह्न
306,Asche::N,пӧим,राख
307,Dreck::N,нять,मैल
308,Dreck::N,нять,गंदगी
309,Eisen::N,кӧрт,लोहा
310,Gold::N,зарни,सोना
311,Gold::N,зарни,स्वर्ण
312,Silber::N,язісь,रजत
313,Silber::N,язісь,चाँदी
314,Kohle::N,шом,कोयला
315,Kohle::N,уголь,कोयला
316,Glas::N,стекло,काँच
317,Lehm::N,сёй,चिकनी मिट्टी
318,Sand::N,лыа,रेत
319,Sand::N,лыа,बालू
320,Mensch::N,морт,मानव
321,Mensch::N,морт,इनसान
322,Mensch::N,морт,मनुष्य
323,Mann::N,мужик,आदमी
324,Mann::N,мужик,पुरुष
325,Frau::N,инька,औरत
326,Frau::N,инька,महिला
327,Frau::N,инька,स्त्री
328,Kind::N,кага,बाल
329,Kind::N,кага,बच्चा
330,Junge::N,зонка,लड़का
331,Mädchen::N,нывкаок,लड़की
332,Mädchen::N,нывкаок,कुमारी
333,Familie::N,семья,परिवार
334,Großvater::N,дед,दादा
335,Großmutter::N,баб,नानी
336,Eltern::N,ай-мам,माँ-बाप
337,Eltern::N,ай-мам,माता-पिता
338,Vater::N,ай,बाप
339,Vater::N,ай,पिता
340,Mutter::N,мам,माँ
341,Mutter::N,мам,माता
342,Sohn::N,зон,बेटा
343,Sohn::N,зон,पुत्र
344,Tochter::N,ныв,बेटी
345,Tochter::N,ныв,पुत्री
346,Bruder::N,вон,भाई
347,Bruder::N,вон,भ्राता
348,Schwester::N,сой,बहन
349,Schwester::N,сой,भगिनी
350,Onkel::N,дядь,ताऊ
351,Onkel::N,дядь,काका
352,Tante::N,айӧлӧн сой,बूआ
353,Tante::N,айӧлӧн сой,फूफी
354,Tante::N,айӧлӧн сой,ख़ाला
355,Tante::N,ичинь,बूआ
356,Tante::N,ичинь,फूफी
357,Tante::N,ичинь,ख़ाला
358,Ehemann::N,жӧник,पति
359,Ehemann::N,жӧник,शौहर
360,Ehefrau::N,инь,बीवी
361,Freude::N,гаж,आनंद
362,Freude::N,гаж,प्रसन्नता
363,Freude::N,радъялӧм,आनंद
364,Freude::N,радъялӧм,प्रसन्नता
365,Gelächter::N,сералӧм,हँसी
366,Gelächter::N,сералӧм,क़हक़हा
367,Glück::N,мичлун,आनंद
368,Glück::N,мичлун,ख़ुशी
369,Kummer::N,шог,शोक
370,Kummer::N,шог,दुःख
371,Wunsch::N,мӧдӧм,इच्छा
372,Wunsch::N,мӧдӧм,अभिलाषा
373,Wunsch::N,охотитӧм,इच्छा
374,Wunsch::N,охотитӧм,अभिलाषा
375,Lust::N,охота,चाह
376,Lust::N,охота,कामना
377,Geist::N,лов,जान
378,Geist::N,лов,प्राण
379,Gedanke::N,дума,विचार
380,Gedächtnis::N,тӧдвыв,याददाश्त
381,Gedächtnis::N,тӧдвыв,स्मरण-शक्ति
382,Verstand::N,вежӧр,समझ
383,Verstand::N,вежӧр,अक़्ल
384,Verstand::N,вежӧр,बुद्धि
385,Sinn::N,ылӧс,अर्थ
386,Grund::N,мог,वजह
387,Grund::N,мог,कारण
388,Wahrheit::N,правда,सत्य
389,Wahrheit::N,правда,सच्चाई
390,Gespräch::N,сёрни,चर्चा
391,Gespräch::N,сёрни,वार्ता
392,Gespräch::N,сёрни,बात-चीत
393,Märchen::N,сказка,क़िस्सा
394,Erzählung::N,висьт,कथा
395,Erzählung::N,висьт,कहानी
396,Nachricht::N,юӧр,सूचना
397,Nachricht::N,юӧр,समाचार
398,Nachricht::N,висьталӧм,सूचना
399,Nachricht::N,висьталӧм,समाचार
400,Neuigkeit::N,новость,ख़बर
401,Neuigkeit::N,новость,समाचार
402,Name::N,ним,नाम
403,Rätsel::N,загадка,पहेली
404,Rede::N,сёрни,वचन
405,Rede::N,сёрни,भाषण
406,Sprache::N,кыв,भाषा
407,Sprache::N,кыв,ज़बान
408,Stimme::N,голос,स्वर
409,Stimme::N,голос,आवाज़
410,Wort::N,кыв,शब्द
411,Wort::N,кыв,लफ़्ज़
412,Zeichen::N,пас,निशान
413,Ruf::N,чуксӧм,पुकार
414,Ruf::N,чуксӧм,आह्वान
415,Ruf::N,чукӧстӧм,पुकार
416,Ruf::N,чукӧстӧм,आह्वान
417,Lärm::N,шум,शोर
418,Lärm::N,шум,हुल्लड़
419,Laut::N,шы,स्वर
420,Laut::N,шы,ध्वनि
421,Ton::N,гор,सुर
422,Ton::N,гор,स्वर
423,Lied::N,сьыланкыв,गीत
424,Ruhe::N,спокой,आराम
425,Ruhe::N,спокой,ख़ामोशी
426,Leute::N,йӧз,लोग
427,Volk::N,йӧз,क़ौम
428,Volk::N,йӧз,प्रजा
429,Volk::N,народ,क़ौम
430,Volk::N,народ,प्रजा
431,Arbeit::N,удж,काम
432,Gast::N,гӧсь,अतिथि
433,Gast::N,гӧсь,मेहमान
434,Geschenk::N,гӧснеч,उपहार
435,Geschenk::N,гӧснеч,तोहफ़ा
436,Geschenk::N,подарок,उपहार
437,Geschenk::N,подарок,तोहफ़ा
438,Spiel::N,орсӧм,खेल
439,Spiel::N,орсӧм,क्रीड़ा
440,Gesellschaft::N,компания,साथ
441,Hilfe::N,отсӧт,मदद
442,Hilfe::N,отсӧт,सहायता
443,Freund::N,модз,मित्र
444,Freund::N,дружок,मित्र
445,Kamerad::N,тӧдса,साथी
446,Kamerad::N,тӧдса,कामरेड
447,Angelegenheit::N,дело,बात
448,Angelegenheit::N,дело,मामला
449,Anzahl::N,лыд,तादाद
450,Anzahl::N,лыд,संख्या
451,Art::N,пӧлӧс,तरह
452,Art::N,пӧлӧс,क़िस्म
453,Stück::N,тор,फाँक
454,Stück::N,тор,टुकड़ा
455,Teil::N,юкӧм,भाग
456,Teil::N,юкӧм,हिस्सा
457,Hälfte::N,джын,अर्धभाग
458,Kreis::N,круг,चक्कर
459,Kreuz::N,перна,सलीब
460,Kreuz::N,перна,क्रूस
461,Linie::N,визь,लाइन
462,Strich::N,кырӧв,लकीर
463,Abstand::N,колас,अंतर
464,Abstand::N,колас,फ़ासला
465,Entfernung::N,ылына,दूरी
466,Entfernung::N,ылына,फ़ासला
467,Gegend::N,места,इलाक़ा
468,Platz::N,места,जगह
469,Platz::N,места,स्थान
470,Ort::N,места,स्थल
471,Ort::N,места,स्थान
472,Seite::N,ладор,ओर
473,Seite::N,ладор,तरफ़
474,Mitte::N,шӧр,बीच
475,Mitte::N,шӧр,मध्य
476,Gegenstand::N,тор,चीज़
477,Gegenstand::N,тор,पदार्थ
478,Sache::N,тор,चीज़
479,Sache::N,тор,वस्तु
480,Rand::N,дор,छोर
481,Rand::N,дор,उपांत
482,Kante::N,ордлы,कोर
483,Kante::N,ордлы,किनारा
484,Ecke::N,пельӧс,कोना
485,Ecke::N,пельӧс,नुक्कड़
486,Spitze::N,йыв,नोक
487,Ende::N,йыв,छोर
488,Ende::N,йыв,सिरा
489,Loch::N,осьта,छेद
490,Loch::N,осьта,सूराख़
491,Winkel::N,пельӧс,कोण
492,Winkel::N,пельӧс,कोना
493,Muster::N,сер,नमूना
494,Muster::N,сер,डिज़ाइन
495,Größe::N,ыжда,परिमाण
496,Größe::N,ыжда,विस्तार
497,Länge::N,кузя,लंबाई
498,Höhe::N,сувда,ऊँचाई
499,Höhe::N,сувда,उच्चता
500,Höhe::N,вылына,ऊँचाई
501,Höhe::N,вылына,उच्चता
502,Gewicht::N,сьӧкта,भार
503,Gewicht::N,сьӧкта,वज़न
504,Haufen::N,куча,ढेर
505,Haufen::N,куча,अंबार
506,Reihe::N,лёдз,क़तार
507,Reihe::N,лёдз,पंक्ति
508,Boot::N,пыж,नाव
509,Boot::N,пыж,नौका
510,Ruder::N,пелыс,चप्पू
511,Schlitten::N,додь,बर्फ़-गाड़ी
512,Ski::N,лямпа,स्की
513,Lagerfeuer::N,бипур,अलाव
514,Lagerfeuer::N,бипур,कैंप-फ़ायर
515,Last::N,тягота,भार
516,Gang::N,мунӧм,चाल
517,Schritt::N,вожмӧв,डग
518,Schritt::N,вожмӧв,क़दम
519,Norden::N,ой,उत्तर
520,Süden::N,лун,दक्खिन
521,Westen::N,рытвыв,पश्चिम
522,Osten::N,асыв,पूरब
523,Holz::N,пу,काठ
524,Holz::N,пу,काष्ठ
525,Brett::N,пӧв,पटरा
526,Brett::N,пӧв,तख़्ता
527,Platte::N,плита,फलक
528,Platte::N,плита,तख़्ता
529,Stütze::N,пика,टेक
530,Stütze::N,пика,थूनी
531,Stange::N,зор,छड़
532,Stange::N,зор,बाँस
533,Stange::N,потш,छड़
534,Stange::N,потш,बाँस
535,Stock::N,бедь,लाठी
536,Stab::N,шест,लग्गा
537,Rohr::N,труба,नल
538,Haus::N,керку,घर
539,Haus::N,керку,मकान
540,Heim::N,керку,घर
541,Heim::N,керку,गृह
542,Ofen::N,пӧжавны,चूल्हा
543,Fußboden::N,джодж,फ़र्श
544,Tisch::N,пызан,मेज़
545,Stuhl::N,стул,कुरसी
546,Wiege::N,зыбка,पालना
547,Wiege::N,зыбка,हिंडोला
548,Bett::N,кровать,खाट
549,Bett::N,кровать,पलंग
550,Regal::N,джадж,शेल्फ़
551,Kiste::N,ящик,पेटी
552,Kiste::N,ящик,डिब्बा
553,Fenster::N,ӧшын,खिड़की
554,Tür::N,ыбӧс,द्वार
555,Tür::N,ыбӧс,दरवाज़ा
556,Tor::N,ворота,फाटक
557,Zaun::N,забор,बाड़ा
558,Dach::N,крыша,छत
559,Dach::N,крыша,छप्पर
560,Leiter::N,лиснич,सीढ़ी
561,Besen::N,рос,झाड़ू
562,Besen::N,рос,बुहारी
563,Spaten::N,зыр,कुदाल
564,Schaufel::N,зыр,बेलचा
565,Schaufel::N,зыр,फावड़ा
566,Gabel::N,вила,काँटा
567,Löffel::N,пань,चम्मच
568,Messer::N,пурт,छुरा
569,Messer::N,пурт,चाक़ू
570,Nagel::N,кӧрттув,कील
571,Nagel::N,кӧрттув,मेख़
572,Netz::N,кыйӧт,जाल
573,Haken::N,ем,अंकुश
574,Griff::N,пу,मूठ
575,Griff::N,пу,हत्था
576,Schloss::N,замок,ताला
577,Bild::N,картина,चित्र
578,Figur::N,мыгӧр,मूर्ति
579,Puppe::N,акань,पुतली
580,Puppe::N,акань,गुड़िया
581,Beutel::N,мешӧк,झोला
582,Bündel::N,нин,पुलिंदा
583,Tasche::N,сумка,बेग
584,Tasche::N,сумка,बस्ता
585,Eimer::N,ведра,बाल्टी
586,Deckel::N,вевт,ढक्कन
587,Geschirr::N,доз,बरतन-भाँड़े
588,Geschirr::N,бекӧрпань,बरतन-भाँड़े
589,Sack::N,мешӧк,बोरा
590,Tasse::N,бекӧр,प्याला
591,Topf::N,кастрюля,देग़चा
592,Kessel::N,пӧрт,देग़
593,Kessel::N,пӧрт,बटलोई
594,Essen::N,сёйӧм,खाना
595,Nahrung::N,вердан,भोजन
596,Speise::N,сёян,खाना
597,Speise::N,сёян,व्यंजन
598,Fleisch::N,яй,मांस
599,Fleisch::N,яй,गोश्त
600,Getreide::N,сю,अनाज
601,Brei::N,каша,भरता
602,Brei::N,каша,दलिया
603,Brot::N,нянь,रोटी
604,Scheibe::N,шӧрӧм,कतला
605,Fett::N,гос,वसा
606,Fett::N,гос,चरबी
607,Butter::N,ви,मक्खन
608,Öl::N,ви,तेल
609,Salz::N,сов,नमक
610,Suppe::N,шыд,सूप
611,Suppe::N,шыд,शोरबा
612,Honig::N,ма,शहद
613,Milch::N,йӧв,दूध
614,Tee::N,чай,चाय
615,Leder::N,кучик,चमड़ा
616,Wolle::N,гӧн,ऊन
617,Stoff::N,дӧра,कपड़ा
618,Nadel::N,ем,सूई
619,Faden::N,сунис,डोरा
620,Knopf::N,кизь,बटन
621,Knopf::N,кизь,घुंडी
622,Knoten::N,узӧв,गाँठ
623,Knoten::N,узӧв,गुत्थी
624,Knoten::N,гӧрӧд,गाँठ
625,Knoten::N,гӧрӧд,गुत्थी
626,Farbe::N,краска,रंग
627,Farbe::N,краска,वर्ण
628,Kleidung::N,паськӧм,पहनावा
629,Hemd::N,йӧрнӧс,कुरता
630,Hemd::N,йӧрнӧс,क़मीज़
631,Kragen::N,воротник,गरदनी
632,Kragen::N,воротник,गरेबान
633,Ärmel::N,сос,आस्तीन
634,Hose::N,вешьян,पैंट
635,Hose::N,вешьян,पतलून
636,Gürtel::N,йи,पेटी
637,Gürtel::N,йи,मेखला
638,Mütze::N,шапка,टोपी
639,Schuh::N,ботинки,जूता
640,Stiefel::N,сапог,बूट
641,Ring::N,чунькытш,अँगूठी
642,Band::N,ленточка,पट्टी
643,Kamm::N,сынан,कंघी
644,Spiegel::N,зеркало,आईना
645,Spiegel::N,зеркало,दर्पण
646,Riemen::N,ремень,तसमा
647,Riemen::N,ремень,पट्टा
648,Schnur::N,гез,डोरी
649,Schnur::N,гез,सुतली
650,Leine::N,повод,रस्सी
651,Decke::N,одеяло,रज़ाई
652,Kissen::N,подушка,तकिया
653,Kissen::N,подушка,गाद्दा
654,Tuch::N,чышьян,रूमाल
655,Tuch::N,чышьян,वस्त्र
656,Handtuch::N,чышкӧт,अँगोछा
657,Kraft::N,прак,ज़ोर
658,Kraft::N,прак,शक्ति
659,Stärke::N,вын,बल
660,Stärke::N,вын,ताक़त
661,Gesundheit::N,здоровье,स्वास्थ्य
662,Gesundheit::N,здоровье,तंदुरुस्ती
663,Krankheit::N,шог,रोग
664,Krankheit::N,шог,बीमारी
665,Schmerz::N,зубыт,दर्द
666,Schmerz::N,зубыт,पीड़ा
667,Wunde::N,рана,घाव
668,Wunde::N,рана,ज़ख़्म
669,Fieber::N,лёк тресся,ज्वर
670,Fieber::N,лёк тресся,बुख़ार
671,Fieber::N,кынтан шогӧт,ज्वर
672,Fieber::N,кынтан шогӧт,बुख़ार
673,Arznei::N,лекарство,दवा
674,Arznei::N,лекарство,औषाधि
675,Brücke::N,пос,पुल
676,Brücke::N,пос,सेतु
677,Brunnen::N,колодец ,कुआँ
678,Weide::N,пода йирсян,चरागाह
679,Pfad::N,туй,पथ
680,Pfad::N,туй,पगडंडी
681,Weg::N,туй,मार्ग
682,Straße::N,туй,राह
683,Straße::N,туй,रास्ता
684,Dorf::N,деревня,गाँव
685,Dorf::N,деревня,ग्राम
686,Stadt::N,город,शहर
687,Brief::N,гижӧт,ख़त
688,Brief::N,гижӧт,पत्र
689,Brief::N,гижӧт,चिट्ठी
690,Buch::N,книга,किताब
691,Buch::N,книга,पुस्तक
692,Buchstabe::N,буква,अक्षर
693,Zeitung::N,газета,अख़बार
694,Zeitung::N,газета,समाचार-पत्र
695,Leben::N,олан,जीवन
696,Leben::N,олан,ज़िंदगी
697,Tod::N,кулӧм,मौत
698,Tod::N,кулӧм,मृत्यु
699,Grab::N,гу,क़ब्र
700,Kirche::N,вичку,चर्च
701,Kirche::N,вичку,गिरजा
702,Sünde::N,грек,पाप
703,Sünde::N,грек,गुनाह
704,Gott::N,ен,देव
705,Gott::N,ен,ईश्वर
706,Arbeiter::N,уджалiсь,मज़दूर
707,Chef::N,начальник,अध्यक्ष
708,Meister::N,мастер,शिल्पज्ञ
709,Arzt::N,врач,वैद्य
710,Arzt::N,врач,डॉक्टर
711,Arzt::N,врач,चिकित्सक
712,Lehrer::N,велӧтісь,शिक्षक
713,Lehrer::N,велӧтісь,अध्यापक
714,Geld::N,деньга,धन
715,Geld::N,деньга,पैसा
716,Geschäft::N,удж,सौदा
717,Geschäft::N,удж,व्यापार
718,Laden::N,магазин,दुकान
719,Preis::N,дон,दाम
720,Preis::N,дон,मूल्य
721,Ware::N,товар,माल
722,Ware::N,товар,पण्य
723,Nutzen::N,путь,लाभ
724,Nutzen::N,путь,फ़ायदा
725,Reichtum::N,богатство,धन
726,Reichtum::N,богатство,दौलत
727,Welt::N,му,विश्व
728,Welt::N,му,दुनिया
729,Land::N,страна,देश
730,Land::N,страна,मुल्क
731,Staat::N,государство,राज्य
732,Staat::N,государство,राष्ट्र
733,König::N,кан,राजा
734,König::N,кан,बादशाह
735,Macht::N,власть,शासन
736,Macht::N,власть,सत्ता
737,Grenze::N,граница,सरहद
738,Krieg::N,война,जंग
739,Krieg::N,война,युद्ध
740,Feind::N,враг,शत्रु
741,Feind::N,враг,दुश्मन
742,Kampf::N,нярасьӧм,लड़ाई
743,Kampf::N,нярасьӧм,संघर्ष
744,Kampf::N,вермасьӧм,लड़ाई
745,Kampf::N,вермасьӧм,संघर्ष
746,Bogen[Waffe]::N,лук,कमान
747,Pfeil::N,ньӧв,बान
748,Gewehr::N,ружьё,बंदूक़
749,Fehler::N,ошибка,भूल
750,Fehler::N,ошибка,ग़लती
