,Concept_ID,sv,myv
351,Ecke::N,vrå,ужо
352,Ecke::N,hörn,ужо
353,Spitze::N,spets,пряне
354,Spitze::N,spets,пе
355,Ende::N,ända,пе
356,Loch::N,hål,варя
357,Winkel::N,vinkel,ужо
358,Muster::N,mönster,сёрма
359,Größe::N,storlek,сэрь
360,Größe::N,storlek,покшолма
361,Länge::N,längd,кувалмо
362,Höhe::N,höjd,сэрь
363,Höhe::N,höjd,пандо
364,Gewicht::N,tyngd,сталмо
365,Menge::N,mängd,лововкс
366,Haufen::N,hög,мар
367,Haufen::N,hög,валявкс
368,Reihe::N,rad,ряд
369,Boot::N,båt,венч
370,Ruder::N,åra,милё
371,Schlitten::N,släde,нурдт
372,Ski::N,skida,сокс
373,Lagerfeuer::N,lägereld,толбандя
374,Last::N,last,сталмо
375,Last::N,last,кандома
376,Last::N,börda,сталмо
377,Last::N,börda,кандома
378,Gang::N,gång,молема
379,Gang::N,gång,якамо
380,Schritt::N,steg,эскелькс
381,Norden::N,norr,якшамо ёнкс
382,Süden::N,söder,лембе ёнкс
383,Westen::N,väster,чивалгома
384,Osten::N,öster,чилисема
385,Holz::N,trä,чувто
386,Brett::N,bräda,лаз
387,Platte::N,platta,плита
388,Stütze::N,stöd,неже
389,Stütze::N,stötta,неже
390,Stange::N,stång,олга
391,Stock::N,käpp,мандо
392,Stock::N,pinne,мандо
393,Stab::N,stav,олога
394,Rohr::N,rör,турба
395,Haus::N,hus,кудо
396,Heim::N,hem,кудо
397,Ofen::N,ugn,каштомо
398,Fußboden::N,golv,киякс
399,Tisch::N,bord,столь
400,Stuhl::N,stol,стул
401,Wiege::N,vagga,лавсь
402,Wiege::N,vagga,нурямот
403,Bett::N,säng,ацамо
404,Regal::N,hylla,лався
405,Regal::N,hylla,лавсяланго
406,Kiste::N,låda,горобия
407,Kiste::N,låda,сундук
408,Fenster::N,fönster,вальма
409,Tür::N,dörr,кенкш
410,Tor::N,port,ортат
411,Zaun::N,staket,пирявт
412,Zaun::N,staket,пирвякс
413,Zaun::N,stängsel,пирявт
414,Zaun::N,stängsel,пирвякс
415,Dach::N,tak,кудопря
416,Leiter::N,stege,кузтема
417,Besen::N,kvast,тенсть
418,Spaten::N,spade,койме
419,Schaufel::N,skovel,кече
420,Schaufel::N,skovel,келей койме
421,Schaufel::N,skyffel,кече
422,Schaufel::N,skyffel,келей койме
423,Gabel::N,gaffel,сянгине
424,Löffel::N,sked,пенч
425,Messer::N,kniv,пеель
426,Nagel::N,spik,эске
427,Netz::N,nät,алтыма
428,Haken::N,krok,кечказ
429,Griff::N,tag,кедне
430,Griff::N,handtag,кедне
431,Schloss::N,las,замок
432,Schloss::N,las,панжома
433,Bild::N,bild,картина
434,Figur::N,figur,рунго
435,Puppe::N,docka,няка
436,Beutel::N,påse,кескав
437,Bündel::N,bunt,керькс
438,Bündel::N,knippa,керькс
439,Tasche::N,väska,юдма
440,Eimer::N,hink,ведра
441,Eimer::N,ämbar,ведра
442,Deckel::N,lock,велькс
443,Geschirr::N,servis,кедьге
444,Geschirr::N,porslin,кедьге
445,Sack::N,säck,кескав
446,Tasse::N,kopp,чакш
447,Topf::N,gryta,кастрюля
448,Topf::N,kastrull,кастрюля
449,Kessel::N,kittel,котёл
450,Essen::N,mål,ярсамо
451,Nahrung::N,näring,ярсамопель
452,Speise::N,maträtt,ярсамопель
453,Fleisch::N,kött,сывель
454,Getreide::N,säd,сюро
455,Getreide::N,spannmål,сюро
456,Brei::N,gröt,каша
457,Brot::N,bröd,кши
458,Scheibe::N,skiva,кочом
459,Scheibe::N,skiva,сускомо
460,Fett::N,fett,куя
461,Butter::N,smör,ой
462,Öl::N,olja,ой
463,Salz::N,salt,сал
464,Suppe::N,soppa,ям
465,Honig::N,honung,медь
466,Milch::N,mjölk,ловсо
467,Tee::N,te,чай
468,Leder::N,läder,киське
469,Wolle::N,ull,пона
470,Wolle::N,ylle,пона
471,Stoff::N,tyg,коцт
472,Stoff::N,stoff,коцт
473,Nadel::N,nål,салмукс
474,Faden::N,tråd,суре
475,Knopf::N,knapp,пов
476,Knoten::N,knut,сюлмо
477,Farbe::N,färg,артомапель
478,Kleidung::N,klädsel,оршамот
479,Hemd::N,skjorta,панар
480,Kragen::N,krage,сиве
481,Ärmel::N,ärm,ожа
482,Hose::N,byxor,понкст
483,Gürtel::N,bälte,каркс
484,Mütze::N,mössa,чапка
485,Schuh::N,sko,туфля
486,Stiefel::N,stövel,кем
487,Ring::N,ring,суркс
488,Band::N,band,лента
489,Kamm::N,kam,сурсеме
490,Spiegel::N,spegel,чавачамо
491,Riemen::N,rem,кшнань каркс
492,Schnur::N,snöre,пикс
493,Leine::N,lina,ведьме
494,Decke::N,täcke,вельтямо
495,Kissen::N,dyna,тодов
496,Kissen::N,kudde,тодов
497,Tuch::N,sjal,паця
498,Handtuch::N,handduk,нардамо
499,Kraft::N,kraft,вий
500,Stärke::N,styrka,виевчи
501,Gesundheit::N,hälsa,шумбрачи
502,Krankheit::N,sjukdom,орма
503,Krankheit::N,sjukdom,сэредема
504,Schmerz::N,smärta,сэредькс
505,Wunde::N,sår,керявкс
506,Fieber::N,feber,маштыкс
507,Arznei::N,medicin,ормаменькс
508,Arznei::N,läkemedel,ормаменькс
509,Brücke::N,bro,сэдь
510,Brücke::N,bro,мадамо
511,Brunnen::N,brunn,лисьма
512,Weide::N,bete,ракшань ванома тарка
513,Pfad::N,stig,ян
514,Weg::N,väg,ки
515,Straße::N,gata,ки
516,Dorf::N,by,веле
517,Stadt::N,stad,ош
518,Brief::N,brev,сёрма
519,Buch::N,bok,книга
520,Buchstabe::N,bokstav,буква
521,Zeitung::N,tidning,газета
522,Leben::N,liv,эрямо
523,Tod::N,död,кулома
524,Grab::N,grav,калмо
525,Kirche::N,kyrka,церькова
526,Sünde::N,synd,чумочи
527,Gott::N,gud,паз
528,Arbeiter::N,arbetare,робочей
529,Chef::N,chef,прявт
530,Meister::N,mästare,кол тевень тенця
531,Arzt::N,läkare,врач
532,Lehrer::N,lärare,учитель
533,Lehrer::N,lärare,тонавтыця
534,Geld::N,pengar,ярмак
535,Geschäft::N,rörelse,ладязь тев
536,Laden::N,affär,лавка
537,Preis::N,pris,питне
538,Ware::N,vara,миевкс
539,Ware::N,vara,рамавкс
540,Nutzen::N,gagn,паро
541,Nutzen::N,gagn,лезэ
542,Nutzen::N,nytta,паро
543,Nutzen::N,nytta,лезэ
544,Reichtum::N,rikedom,сюпавчи
545,Welt::N,värld,мир
546,Welt::N,värld,мастор ланго
547,Land::N,land,мастор
548,Staat::N,stat,государства
549,König::N,kung,король
550,König::N,konung,король
551,Macht::N,makt,азорксчи
552,Grenze::N,gräns,буен тешкс
553,Krieg::N,krig,война
554,Feind::N,fiende,душман
555,Gewalt::N,våld,нарьгамо
556,Kampf::N,kamp,тюрема
557,Kampf::N,strid,тюрема
558,Bogen[Waffe]::N,båge,нал
559,Pfeil::N,pil,нал
560,Gewehr::N,gevär,ружия
561,Gewehr::N,gevär,винтовка
562,Fehler::N,fel,ильведькс
563,Fehler::N,fel,ильведевкс
564,Lüge::N,lögn,манчема
565,Lüge::N,lögn,кенгелема
566,Schaden::N,skada,зыян
567,Unglück::N,otur,зыян
568,Unglück::N,olycka,зыян
569,Schuld::N,skuld,чумочи
570,Alter::N,ålder,шка
571,Schluss::N,slut,пе
572,Zeit::N,tid,шка
573,Zeit::N,tid,пинге
574,Tag::N,dag,чи
575,Morgen::N,morgon,валске
576,Mittag::N,middag,чикуншка
577,Abend::N,kväll,чокшнэ
578,Nacht::N,natt,ве
579,Woche::N,vecka,недля
580,Monat::N,månad,ков
581,Jahr::N,år,ие
582,Frühling::N,vår,тундо
583,Sommer::N,sommar,кизэ
584,Herbst::N,höst,сёксь
585,Winter::N,vinter,теле
586,Januar::N,januari,якшамков
587,Februar::N,februari,февраль
588,März::N,mars,март
589,April::N,april,апрель
590,Mai::N,maj,май
591,Juni::N,juni,июнь
592,Juli::N,juli,июль
593,August::N,augusti,август
594,September::N,september,сентября
595,Oktober::N,oktober,октября
596,November::N,november,ноября
597,Dezember::N,december,декабря
598,Montag::N,måndag,пондельник
599,Dienstag::N,tisdag,овторник
600,Mittwoch::N,onsdag,серёда
601,Donnerstag::N,torsdag,цетьверьг
602,Freitag::N,fredag,пеця
603,Samstag::N,lördag,субута
604,Samstag::N,lördag,шлямочи
605,Sonntag::N,söndag,недлячи
606,groß::A,stor,ине
607,groß::A,stor,покш
608,klein::A,liten,вишка
609,lang::A,lång,кувака
610,kurz::A,kort,нурькине
611,breit::A,bred,келей
612,schmal::A,smal,теине
613,dicht::A,tät,тусто
614,dick[Gegenstand]::A,tjock,эчке
615,dünn::A,tunn,човине
616,fein::A,fin,човине
617,fest::A,fast,кеме
618,flach::A,platt,лапужа
619,glatt::A,glatt,валаня
620,hart::A,hård,калгодо
621,weich::A,mjuk,чевте
622,rund::A,rund,кеверь
623,spitz::A,toppig,пшти
624,spitz::A,spetsig,пшти
625,scharf::A,vass,пшти
626,scharf::A,skarp,пшти
627,stumpf::A,slö,ношка
628,schwer::A,tung,стака
629,schön::A,skön,мазый
630,schön::A,vacker,мазый
631,heiß::A,het,пси
632,warm::A,varm,лембе
633,kalt::A,kall,якшамо
634,kühl::A,sval,экше
635,kühl::A,kylig,экше
636,frisch::A,färsk,свежа
637,feucht::A,fuktig,летьке
638,nass::A,våt,начко
639,trocken::A,torr,коське
640,voll::A,full,пешксе
641,leer::A,tom,чаво
642,offen::A,öppen,панжадо
643,offen::A,öppen,виде
644,geschlossen::A,stängd,пекстазь
645,geschlossen::A,stängd,сёлгозь
646,sauber::A,ren,ванькс
647,schmutzig::A,snuskig,ливезев
648,roh::A,rå,верек
649,reif::A,mogen,кенерезь
650,lecker::A,läcker,тантей
651,süß::A,söt,ламбамо
652,bitter::A,besk,сэпей
653,bitter::A,bitter,сэпей
654,sauer::A,sur,чапамо
655,hell::A,ljus,валдо
656,dunkel::A,mörk,чопода
657,schwarz::A,svart,раужо
658,weiß::A,vit,ашо
659,rot::A,röd,якстере
660,gelb::A,gul,ожо
661,blau::A,blå,сэнь
662,grün::A,grön,пиже
663,grau::A,grå,шержев
664,bunt::A,brokig,сёрмав
665,billig::A,billig,аволь питней
666,teuer::A,dyr,питней
667,wertvoll::A,värdefull,питней
668,blind::A,blind,сокор
669,taub::A,döv,амариця
670,kräftig::A,kraftig,пек виев
671,stark::A,stark,виев
672,schwach::A,svag,лавшо
673,fett::A,fet,куя
674,schlank::A,slank,виде ронга
675,hübsch::A,snygg,мазый
676,hübsch::A,vacker,мазый
677,böse::A,ond,кежей
678,böse::A,elak,кежей
679,dumm::A,dum,чавола
680,dumm::A,dum,превтеме
681,faul::A,lat,нузякс
682,fleißig::A,flitig,мелень путыця
683,geizig::A,snål,скупой
684,geizig::A,girig,скупой
685,klug::A,klok,превей
686,geschickt::A,händig,маштозь теезь
687,geschickt::A,skicklig,маштозь теезь
688,lieb::A,kär,вадря
689,lieb::A,snäll,вадря
690,lustig::A,rolig,весёла
691,lustig::A,lustig,весёла
692,sanft::A,mild,сэтьме
693,hungrig::A,hungrig,вачо
694,krank::A,sjuk,сэредиця
695,nackt::A,naken,штапо
696,traurig::A,ledsen,нусманя
697,traurig::A,sorgsen,нусманя
698,lebendig::A,levande,эриця
699,gut::A,bra,паро
700,schlecht::A,dålig,берянь
701,richtig::A,riktig,виде
702,schlimm::A,illa,берянь
703,wahr::A,sann,алкуксонь
704,alt::A,gammal,ташто
705,neu::A,ny,од
706,ehemalig::A,forn,икелень
707,ehemalig::A,tidigare,икелень
708,alt[Lebewesen]::A,gammal,сыре
709,jung::A,ung,од
710,arm::A,fattig,кажов
711,reich::A,rik,сюпав
712,bekannt::A,känd,содавикс
713,berühmt::A,berömd,содавикс
714,fremd::A,främmande,лия
715,fremd::A,främmande,асодавикс
716,verschieden::A,åtskillig,эрьва
717,nah::A,nära,а васолонь
718,fern::A,fjärran,умонь
719,fern::A,fjärran,кезэрень
720,linker::A,vänster,керш
721,rechter::A,höger,вить
722,anderer::A,annan,лия
723,erster::A,första,васень
724,erster::A,första,васенце
725,zweiter::A,andra,омбоце
726,dritter::A,tredje,колмоце
727,letzter::A,sist,меельце
728,allein::ADV,allena,башка
729,allein::ADV,allena,ськамонзо
730,auf einmal::ADV,på en gång,вейсэ
731,zusammen::ADV,tillsammans,вейс
732,zusammen::ADV,tillsammans,вейсэ
733,lange::ADV,länge,кувать
734,plötzlich::ADV,plötsligt,апак учо
735,sofort::ADV,strax,курок
736,sofort::ADV,strax,нейке
737,sofort::ADV,genast,курок
738,sofort::ADV,genast,нейке
739,später::ADV,senare,мейле
740,jetzt::ADV,nu,ней
741,heute::ADV,i dag,течи
742,morgen::ADV,i morgon,ванды
743,bald::ADV,snart,курок
744,dann::ADV,då,мейле
745,dann::ADV,då,седе мейле
746,gestern::ADV,i går,исяк
747,einst::ADV,en gång,весть
748,einst::ADV,en gång,зярдо-бути
749,damals::ADV,då,сестэ
750,damals::ADV,den gången,сестэ
751,danach::ADV,därefter,мейле
752,danach::ADV,därefter,седе мейле
753,vorher::ADV,före,васняяк
754,vorher::ADV,förut,васняяк
755,zuerst::ADV,först,васня
756,einmal::ADV,en gång,весть
757,manchmal::ADV,ibland,лиясто
758,oft::ADV,ofta,сеетьстэ
759,immer::ADV,alltid,свал
760,niemals::ADV,aldrig,а зярдояк
761,hier::ADV,här,тесэ
762,hierhin::ADV,hit,тей
763,von hier::ADV,härifrån,тестэ
764,dort::ADV,där,тосо
765,dorthin::ADV,dit,тов
766,geradeaus::ADV,rätt fram,витьстэ
767,vorwärts::ADV,fram,икелев
768,vorwärts::ADV,framåt,икелев
769,rückwärts::ADV,baklänges,мекев
770,zurück::ADV,tillbaka,мекев
771,unten::ADV,nere,ало
772,unten::ADV,nedanför,ало
773,hinab::ADV,ned,алов
774,hinab::ADV,nedåt,алов
775,oben::ADV,ovan,вере
776,oben::ADV,ovanpå,вере
777,hinauf::ADV,upp,верев
778,hinauf::ADV,uppåt,верев
779,überall::ADV,överallt,эрьва косо
780,nicht::ADV,ej,а
781,nicht::ADV,inte,а
782,ein wenig::ADV,litet,аламошка
783,kaum::ADV,knappt,ансяк
784,kaum::ADV,knappast,ансяк
785,sehr::ADV,mycket,пек
786,sehr::ADV,mycket,вельть
787,so::ADV,så,истя
788,noch::ADV,än,таго
789,noch::ADV,ännu,таго
790,nur::ADV,bara,ансяк
791,nur::ADV,endast,ансяк
792,schon::ADV,redan,уш
793,wieder::ADV,åter,таго
794,vergebens::ADV,förgäves,стяко
795,vor::PRP,utanför,икеле
796,hinter::PRP,bakom,вельде
797,unter::PRP,under,ало
798,durch::PRP,genom,пачк
799,durch::PRP,igenom,пачк
800,neben::PRP,bredvid,вакссо
801,neben::PRP,vid sidan av,вакссо
802,zwischen::PRP,mellan,ютксо
803,wegen::PRP,på grund av,кис
804,wegen::PRP,på grund av,коряс
805,wegen::PRP,på grund av,кувалт
806,dies::PRN,detta,те
807,das::PRN,det,те
808,das::PRN,det,тона
809,alles::PRN,allt,весе
810,alles::PRN,allt,весемесь
811,ich::PRN,jag,мон
812,du::PRN,du,тон
813,er::PRN,han,сон
814,wir::PRN,vi,минь
815,ihr::PRN,ni,тынь
816,sie::PRN,de,сынь
817,was::FPRN,vad,мезе
818,wer::FPRN,vem,ки
819,wo::FADV,var,косо
820,wohin::FADV,vart,ков
821,wohin::FADV,vart,козо
822,wie::FADV,hur,кода
823,warum::FADV,varför,мекс
824,wieviel::FNUM,hur mycket,зяро
825,eins::NUM,en,вейке
826,eins::NUM,ett,вейке
827,zwei::NUM,två,кавто
828,drei::NUM,tre,колмо
829,vier::NUM,fyra,ниле
830,fünf::NUM,fem,вете
831,sechs::NUM,sex,кото
832,sieben::NUM,sju,сисем
833,acht::NUM,åtta,кавксо
834,neun::NUM,nio,вейксэ
835,zehn::NUM,tio,кемень
836,elf::NUM,elva,кевейкее
837,zwölf::NUM,tolv,кемгавтово
838,zwanzig::NUM,tjugo,комсь
839,dreißig::NUM,trettio,колоньгемень
840,vierzig::NUM,fyrtio,ниленьгемень
