,Concept_ID,el,lv
146,Schlaf::N,ύπνος,узьӧм
147,Schlaf::N,ύπνος,miegs
148,Traum::N,όνειρο,вӧт
149,Traum::N,όνειρο,вӧтасьӧм
150,Traum::N,όνειρο,sapnis
151,Himmel::N,ουρανός,енэж
152,Himmel::N,ουρανός,debess
153,Sonne::N,ήλιος,шонді
154,Sonne::N,ήλιος,saule
155,Mond::N,σελήνη,тӧлысь
156,Mond::N,σελήνη,mēness
157,Mond::N,φεγγάρι,тӧлысь
158,Mond::N,φεγγάρι,mēness
159,Stern::N,άστρο,кодзув
160,Stern::N,άστρο,zvaigzne
161,Stern::N,αστέρι,кодзув
162,Stern::N,αστέρι,zvaigzne
163,Luft::N,αέρας,сынӧд
164,Luft::N,αέρας,gaiss
165,Wind::N,αέρας,тӧв
166,Wind::N,αέρας,vējš
167,Wind::N,άνεμος,тӧв
168,Wind::N,άνεμος,vējš
169,Welle::N,κύμα,гы
170,Welle::N,κύμα,vilnis
171,Wasser::N,νερό,ва
172,Wasser::N,νερό,ūdens
173,Stein::N,πέτρα,из
174,Stein::N,πέτρα,akmens
175,Boden::N,χώμα,му
176,Boden::N,χώμα,augsne
177,Erde::N,γη,му
178,Erde::N,γη,му-ва
179,Erde::N,γη,zeme
180,Staub::N,σκόνη,бус
181,Staub::N,σκόνη,putekļi
182,Rauch::N,καπνός,тшын
183,Rauch::N,καπνός,dūmi
184,Funke::N,σπίθα,кинь
185,Funke::N,σπίθα,би кинь
186,Funke::N,σπίθα,dzirkstele
187,Funke::N,σπινθήρας,кинь
188,Funke::N,σπινθήρας,би кинь
189,Funke::N,σπινθήρας,dzirkstele
190,Feuer::N,φωτιά,би
191,Feuer::N,φωτιά,uguns
192,Licht::N,φως,югӧр
193,Licht::N,φως,gaisma
194,Schatten::N,σκιά,вуджӧр
195,Schatten::N,σκιά,ēna
196,Schatten::N,ίσκιος,вуджӧр
197,Schatten::N,ίσκιος,ēna
198,Wetter::N,καιρός,поводдя
199,Wetter::N,καιρός,laiks
200,Nebel::N,ομίχλη,ру
201,Nebel::N,ομίχλη,онь
202,Nebel::N,ομίχλη,migla
203,Wolke::N,σύννεφο,кымӧр
204,Wolke::N,σύννεφο,mākonis
205,Regen::N,βροχή,зэр
206,Regen::N,βροχή,lietus
207,Schnee::N,χιόνι,лым
208,Schnee::N,χιόνι,sniegs
209,Eis::N,πάγος,йи
210,Eis::N,πάγος,ledus
211,Frost::N,παγωνία,кӧдзыд
212,Frost::N,παγωνία,sals
213,Kälte::N,κρύο,кӧдзыд
214,Kälte::N,κρύο,saltums
215,Kälte::N,κρύο,aukstums
216,Kälte::N,ψύχος,кӧдзыд
217,Kälte::N,ψύχος,saltums
218,Kälte::N,ψύχος,aukstums
219,Hitze::N,ζέστη,пӧсь
220,Hitze::N,ζέστη,гожӧд
221,Hitze::N,ζέστη,karstums
222,Raureif::N,πάχνη,пуж
223,Raureif::N,πάχνη,гыӧр
224,Raureif::N,πάχνη,sarma
225,Regenbogen::N,ουράνιο τόξο,ӧшкамӧшка
226,Regenbogen::N,ουράνιο τόξο,varavīksne
227,Donner::N,βροντή,гым
228,Donner::N,βροντή,pērkons
229,Strömung::N,ρεύμα,ва ныр
230,Strömung::N,ρεύμα,визувтӧм
231,Strömung::N,ρεύμα,straume
232,Strömung::N,ρεύμα,strāvojums
233,Tropfen::N,στάλα,войт
234,Tropfen::N,στάλα,lāse
235,Schaum::N,αφρός,быг
236,Schaum::N,αφρός,быгзьӧм
237,Schaum::N,αφρός,putas
238,Schmutz::N,βρωμιά,няйт
239,Schmutz::N,βρωμιά,dubļi
240,See::N,λίμνη,ты
241,See::N,λίμνη,ezers
242,Sumpf::N,βάλτος,гыбад
243,Sumpf::N,βάλτος,кад
244,Sumpf::N,βάλτος,dumbrājs
245,Sumpf::N,βάλτος,staignājs
246,Moor::N,έλος,нюр
247,Moor::N,έλος,purvs
248,Moor::N,έλος,muklājs
249,Wiese::N,λιβάδι,видз
250,Wiese::N,λιβάδι,pļava
251,Wald::N,δάσος,вӧр
252,Wald::N,δάσος,mežs
253,Hügel::N,λόφος,дзиб
254,Hügel::N,λόφος,мыльк
255,Hügel::N,λόφος,нӧрыс
256,Hügel::N,λόφος,paugurs
257,Anhöhe::N,ύψωμα,мыльк
258,Anhöhe::N,ύψωμα,нӧрыс
259,Anhöhe::N,ύψωμα,paugurs
260,Berg::N,όρος,чой
261,Berg::N,όρος,керӧс
262,Berg::N,όρος,kalns
263,Berg::N,βουνό,чой
264,Berg::N,βουνό,керӧс
265,Berg::N,βουνό,kalns
266,Gipfel::N,κορυφή,чук
267,Gipfel::N,κορυφή,virsotne
268,Höhle::N,σπηλιά,рудӧг
269,Höhle::N,σπηλιά,ala
270,Abhang::N,πλαγιά,ньывк
271,Abhang::N,πλαγιά,бокша
272,Abhang::N,πλαγιά,nogāze
273,Quelle::N,πηγή,ӧшмӧс
274,Quelle::N,πηγή,avots
275,Quelle::N,βρύση,ӧшмӧс
276,Quelle::N,βρύση,avots
277,Bach::N,ρυάκι,шор
278,Bach::N,ρυάκι,urga
279,Bach::N,ρυάκι,strauts
280,Fluss::N,ποτάμι,ю
281,Fluss::N,ποτάμι,upe
282,Fluss::N,ποταμός,ю
283,Fluss::N,ποταμός,upe
284,Ufer::N,όχθη,вадор
285,Ufer::N,όχθη,krasts
286,Küste::N,ακτή,вадор
287,Küste::N,ακτή,piekraste
288,Küste::N,ακρογιαλιά,вадор
289,Küste::N,ακρογιαλιά,piekraste
290,Festland::N,στεριά,му
291,Festland::N,στεριά,sauszeme
292,Meer::N,θάλασσα,саридз
293,Meer::N,θάλασσα,jūra
294,Bucht::N,κόλπος,куръя
295,Bucht::N,κόλπος,līcis
296,Insel::N,νησί,ді
297,Insel::N,νησί,sala
298,Insel::N,νήσος,ді
299,Insel::N,νήσος,sala
300,Blume::N,άνθος,дзоридз
301,Blume::N,άνθος,puķe
302,Blume::N,άνθος,zieds
303,Blume::N,λουλούδι,дзоридз
304,Blume::N,λουλούδι,puķe
305,Blume::N,λουλούδι,zieds
306,Gras::N,χόρτο,турун
307,Gras::N,χόρτο,zāle
308,Gras::N,χορτάρι,турун
309,Gras::N,χορτάρι,zāle
310,Wurzel::N,ρίζα,вуж
311,Wurzel::N,ρίζα,sakne
312,Baum::N,δέντρο,пу
313,Baum::N,δέντρο,koks
314,Stamm::N,κορμός,пучер
315,Stamm::N,κορμός,stumbrs
316,Rinde::N,φλούδα,кырсь
317,Rinde::N,φλούδα,miza
318,Ast::N,κλαδί,ув
319,Ast::N,κλαδί,zars
320,Zweig::N,κλαδί,вож
321,Zweig::N,κλαδί,nozare
322,Zweig::N,κλάδος,вож
323,Zweig::N,κλάδος,nozare
324,Blatt::N,φύλλο,кор
325,Blatt::N,φύλλο,lapa
326,Birke::N,σημύδα,кыдз
327,Birke::N,σημύδα,bērzs
328,Kiefer[Baum]::N,πεύκο,пожӧм
329,Kiefer[Baum]::N,πεύκο,priede
330,Weide[Baum]::N,ιτιά,бадь
331,Weide[Baum]::N,ιτιά,kārkls
332,Tanne::N,έλατο,коз
333,Tanne::N,έλατο,egle
334,Horn::N,κέρας,сюр
335,Horn::N,κέρας,rags
336,Horn::N,κέρατο,сюр
337,Horn::N,κέρατο,rags
338,Feder::N,φτερό,гӧн
339,Feder::N,φτερό,тывборд
340,Feder::N,φτερό,spalva
341,Fell::N,δέρμα,ку
342,Fell::N,δέρμα,āda
343,Fell::N,τομάρι,ку
344,Fell::N,τομάρι,āda
345,Flügel::N,πτερύγιο,борд
346,Flügel::N,πτερύγιο,spārns
347,Klaue::N,κουλό,гыж
348,Klaue::N,κουλό,nags
349,Kralle::N,νύχι,гыж
350,Kralle::N,νύχι,nags
351,Schwanz::N,ουρά,бӧж
352,Schwanz::N,ουρά,ļipa
353,Ei::N,αβγό,кольк
354,Ei::N,αβγό,ola
355,Nest::N,φωλιά,поз
356,Nest::N,φωλιά,ligzda
357,Bau::N,φωλιά,горс
358,Bau::N,φωλιά,пырмӧс
359,Bau::N,φωλιά,гу
360,Bau::N,φωλιά,ala
361,Tier::N,ζώο,пемӧс
362,Tier::N,ζώο,dzīvnieks
363,Herde::N,κοπάδι,стада
364,Herde::N,κοπάδι,кельӧб
365,Herde::N,κοπάδι,ganāmpulks
366,Kuh::N,αγελάδα,мӧс
367,Kuh::N,αγελάδα,govs
368,Bulle::N,ταύρος,ӧш
369,Bulle::N,ταύρος,bullis
370,Pferd::N,άλογο,вӧв
371,Pferd::N,άλογο,zirgs
372,Schaf::N,πρόβατο,ыж
373,Schaf::N,πρόβατο,aita
374,Schwein::N,γουρούνι,порсь
375,Schwein::N,γουρούνι,cūka
376,Hund::N,σκυλί,пон
377,Hund::N,σκυλί,suns
378,Hund::N,σκύλος,пон
379,Hund::N,σκύλος,suns
380,Katze::N,γάτα,кань
381,Katze::N,γάτα,kaķis
382,Bär::N,άρκτος,ош
383,Bär::N,άρκτος,lācis
384,Bär::N,αρκούδα,ош
385,Bär::N,αρκούδα,lācis
386,Eichhörnchen::N,βερβερίτσα,ур
387,Eichhörnchen::N,βερβερίτσα,vāvere
388,Elch::N,άλκη,йӧра
389,Elch::N,άλκη,alnis
390,Fuchs::N,αλεπού,руч
391,Fuchs::N,αλεπού,lapsa
392,Hase::N,λαγός,кӧч
393,Hase::N,λαγός,zaķis
394,Maus::N,ποντικός,шыр
395,Maus::N,ποντικός,pele
396,Wolf::N,λύκος,кӧин
397,Wolf::N,λύκος,vilks
398,Vogel::N,πουλί,кай
399,Vogel::N,πουλί,лэбач
400,Vogel::N,πουλί,putns
401,Schwarm::N,σμήνος,чукӧр
402,Schwarm::N,σμήνος,spiets
403,Huhn::N,κότα,курӧг
404,Huhn::N,κότα,vista
405,Huhn::N,όρνιθα,курӧг
406,Huhn::N,όρνιθα,vista
407,Hahn::N,πετεινός,петук
408,Hahn::N,πετεινός,gailis
409,Gans::N,χήνα,дзодзӧг
410,Gans::N,χήνα,zoss
411,Adler::N,αετός,кутш
412,Adler::N,αετός,ērglis
413,Ente::N,πάπια,утка
414,Ente::N,πάπια,pīle
415,Eule::N,κουκουβάγια,сюзь
416,Eule::N,κουκουβάγια,pūce
417,Kranich::N,γερανός,тури
418,Kranich::N,γερανός,dzērve
419,Krähe::N,καρακάξα,рака
420,Krähe::N,καρακάξα,vārna
421,Kuckuck::N,κούκος,кӧк
422,Kuckuck::N,κούκος,dzeguze
423,Schwan::N,κύκνος,юсь
424,Schwan::N,κύκνος,gulbis
425,Fisch::N,ψάρι,чери
426,Fisch::N,ψάρι,zivs
427,Barsch::N,πέρκα,ёкыш
428,Barsch::N,πέρκα,asaris
429,Hecht::N,λούτσος,сир
430,Hecht::N,λούτσος,līdaka
431,Schlange[Tier]::N,φίδι,кый
432,Schlange[Tier]::N,φίδι,čūska
433,Wurm::N,σκουλήκι,номыр
434,Wurm::N,σκουλήκι,tārps
435,Spinne::N,αράχνη,черань
436,Spinne::N,αράχνη,zirneklis
437,Ameise::N,μυρμήγκι,кодзувкот
438,Ameise::N,μυρμήγκι,skudra
439,Laus::N,ψείρα,той
440,Laus::N,ψείρα,uts
441,Mücke::N,κουνούπι,ном
442,Mücke::N,κουνούπι,ods
443,Fliege::N,μύγα,гут
444,Fliege::N,μύγα,muša
445,Schmetterling::N,πεταλούδα,бобув
446,Schmetterling::N,πεταλούδα,tauriņš
447,Beere::N,ρόγα,тусь
448,Beere::N,ρόγα,вотӧс
449,Beere::N,ρόγα,oga
450,Apfel::N,μήλο,яблӧг
451,Apfel::N,μήλο,ābols
452,Pilz::N,μανιτάρι,тшак
453,Pilz::N,μανιτάρι,sēne
454,Zwiebel::N,κρεμμύδι,луккок
455,Zwiebel::N,κρεμμύδι,йӧнгыль
456,Zwiebel::N,κρεμμύδι,sīpols
457,Saat::N,σπόρος,тусь
458,Saat::N,σπόρος,кӧйдыс
459,Saat::N,σπόρος,sēkla
460,Korn::N,σπυρί,тусь
461,Korn::N,σπυρί,grauds
462,Heu::N,σανός,турун
463,Heu::N,σανός,siens
464,Schale::N,τσόφλι,кор
465,Schale::N,τσόφλι,čaula
466,Schale::N,τσόφλι,čaumala
467,Grube::N,λάκκος,гу
468,Grube::N,λάκκος,bedre
469,Falle::N,παγίδα,лэч
470,Falle::N,παγίδα,slazds
471,Falle::N,παγίδα,lamatas
472,Schlinge::N,θηλειά,лэч
473,Schlinge::N,θηλειά,cilpa
474,Spur::N,ίχνος,туй
475,Spur::N,ίχνος,pēda
476,Asche::N,στάχτη,пӧм
477,Asche::N,στάχτη,pelni
478,Dreck::N,βρωμιά,няйт
479,Dreck::N,βρωμιά,dubļi
480,Eisen::N,σίδερο,кӧрт
481,Eisen::N,σίδερο,dzelzs
482,Gold::N,μάλαμα,зарни
483,Gold::N,μάλαμα,zelts
484,Gold::N,χρυσάφι,зарни
485,Gold::N,χρυσάφι,zelts
486,Silber::N,ασήμι,эзысь
487,Silber::N,ασήμι,sudrabs
488,Silber::N,άργυρος,эзысь
489,Silber::N,άργυρος,sudrabs
490,Kohle::N,κάρβουνο,шом
491,Kohle::N,κάρβουνο,ogle
492,Glas::N,γυαλί,стеклӧ
493,Glas::N,γυαλί,stikls
494,Lehm::N,πηλός,сёй
495,Lehm::N,πηλός,māls
496,Sand::N,άμμος,лыа
497,Sand::N,άμμος,smiltis
498,Mensch::N,άνθρωπος,морт
499,Mensch::N,άνθρωπος,cilvēks
500,Mann::N,άνδρας,аймӧрт
501,Mann::N,άνδρας,мужичӧй
502,Mann::N,άνδρας,vīrietis
503,Frau::N,γυναίκα,ань
504,Frau::N,γυναίκα,нывбаба
505,Frau::N,γυναίκα,sieviete
506,Kind::N,παιδί,кага
507,Kind::N,παιδί,bērns
508,Junge::N,αγόρι,пи
509,Junge::N,αγόρι,zēns
510,Junge::N,αγόρι,puika
511,Junge::N,αγόρι,puisis
512,Mädchen::N,κοπέλα,ныв
513,Mädchen::N,κοπέλα,meiča
514,Mädchen::N,κοπέλα,skuķis
515,Mädchen::N,κοπέλα,meitene
516,Mädchen::N,κορίτσι,ныв
517,Mädchen::N,κορίτσι,meiča
518,Mädchen::N,κορίτσι,skuķis
519,Mädchen::N,κορίτσι,meitene
520,Familie::N,οικογένεια,семья
521,Familie::N,οικογένεια,ģimene
522,Großvater::N,παππούς,пӧль
523,Großvater::N,παππούς,vecaistēvs
524,Großmutter::N,γιαγιά,баб
525,Großmutter::N,γιαγιά,vecāmāte
526,Eltern::N,γονείς,ай-мам
527,Eltern::N,γονείς,бать-мам
528,Eltern::N,γονείς,vecāki
529,Vater::N,πατέρας,бать
530,Vater::N,πατέρας,ай
531,Vater::N,πατέρας,tēvs
532,Mutter::N,μητέρα,мам
533,Mutter::N,μητέρα,māte
534,Sohn::N,γιος,пи
535,Sohn::N,γιος,dēls
536,Tochter::N,κόρη,ныв
537,Tochter::N,κόρη,meita
538,Bruder::N,αδελφός,вок
539,Bruder::N,αδελφός,brālis
540,Schwester::N,αδελφή,чой
541,Schwester::N,αδελφή,māsa
542,Onkel::N,θείος,дядь
543,Onkel::N,θείος,tēvocis
544,Tante::N,θεία,тьӧт
545,Tante::N,θεία,tante
546,Ehemann::N,σύζυγος,верӧс
547,Ehemann::N,σύζυγος,vīrs
548,Ehefrau::N,σύζυγος,гӧтыр
549,Ehefrau::N,σύζυγος,sieva
550,Freude::N,χαρά,радлун
551,Freude::N,χαρά,prieks
552,Gelächter::N,γέλια,серам
553,Gelächter::N,γέλια,smiekli
554,Glück::N,ευτυχία,шуд
555,Glück::N,ευτυχία,laime
556,Kummer::N,έγνοια,шог
557,Kummer::N,έγνοια,bēdas
558,Kummer::N,έγνοια,raizes
559,Wunsch::N,επιθυμία,кӧсйӧм
560,Wunsch::N,επιθυμία,vēlme
561,Wunsch::N,επιθυμία,vēlējums
562,Lust::N,όρεξη,кыскӧм
563,Lust::N,όρεξη,радейтӧм
564,Lust::N,όρεξη,kāre
565,Geist::N,πνέυμα,лов
566,Geist::N,πνέυμα,gars
567,Gedanke::N,σκέψη,мӧвп
568,Gedanke::N,σκέψη,doma
569,Gedächtnis::N,μνήμη,паметь
570,Gedächtnis::N,μνήμη,atmiņa
571,Verstand::N,νους,вежӧр
572,Verstand::N,νους,prāts
573,Sinn::N,νόημα,мог
574,Sinn::N,νόημα,вежӧртас
575,Sinn::N,νόημα,nozīme
576,Grund::N,λόγος,помка
577,Grund::N,λόγος,pamats
578,Grund::N,λόγος,iemesls
579,Wahrheit::N,αλήθεια,збыль
580,Wahrheit::N,αλήθεια,збыльтор
581,Wahrheit::N,αλήθεια,taisnība
582,Wahrheit::N,αλήθεια,patiesība
583,Gespräch::N,συνομιλία,сёрни
584,Gespräch::N,συνομιλία,saruna
585,Märchen::N,παραμύθι,мойд
586,Märchen::N,παραμύθι,pasaka
587,Erzählung::N,διήγημα,висьт
588,Erzählung::N,διήγημα,stāsts
589,Erzählung::N,διήγημα,nostāsts
590,Nachricht::N,είδηση,юӧртӧм
591,Nachricht::N,είδηση,ziņa
592,Neuigkeit::N,νέο,выльтор
593,Neuigkeit::N,νέο,jaunums
594,Name::N,όνομα,ним
595,Name::N,όνομα,vārds
596,Rätsel::N,αίνιγμα,нӧдкыв
597,Rätsel::N,αίνιγμα,mīkla
598,Rede::N,λόγος,сёрни
599,Rede::N,λόγος,runa
600,Rede::N,ομιλία,сёрни
601,Rede::N,ομιλία,runa
602,Sprache::N,γλώσσα,кыв
603,Sprache::N,γλώσσα,valoda
604,Stimme::N,φωνή,гӧлӧс
605,Stimme::N,φωνή,вом шы
606,Stimme::N,φωνή,balss
607,Wort::N,λέξη,кыв
608,Wort::N,λέξη,vārds
609,Zeichen::N,σημείο,пас
610,Zeichen::N,σημείο,zīme
611,Ruf::N,κραυγή,чукӧстчӧм
612,Ruf::N,κραυγή,корӧм
613,Ruf::N,κραυγή,sauciens
614,Lärm::N,θόρυβος,шы
615,Lärm::N,θόρυβος,зык
616,Lärm::N,θόρυβος,зычитӧм
617,Lärm::N,θόρυβος,troksnis
618,Laut::N,ήχος,шы
619,Laut::N,ήχος,skaņa
620,Ton::N,ήχος,шы
621,Ton::N,ήχος,tonis
622,Ton::N,τόνος,шы
623,Ton::N,τόνος,tonis
624,Lied::N,τραγούδι,сьылан
625,Lied::N,τραγούδι,сьыланкыв
626,Lied::N,τραγούδι,dziesma
627,Ruhe::N,ησυχία,чӧв
628,Ruhe::N,ησυχία,miers
629,Leute::N,κόσμος,йӧз
630,Leute::N,κόσμος,войтыр
631,Leute::N,κόσμος,ļaudis
632,Leute::N,κόσμος,cilvēki
633,Leute::N,άνθρωποι,йӧз
634,Leute::N,άνθρωποι,войтыр
635,Leute::N,άνθρωποι,ļaudis
636,Leute::N,άνθρωποι,cilvēki
637,Volk::N,λαός,йӧз
638,Volk::N,λαός,войтыр
639,Volk::N,λαός,tauta
640,Arbeit::N,εργασία,удж
641,Arbeit::N,εργασία,darbs
642,Gast::N,επισκέπτης,гӧсть
643,Gast::N,επισκέπτης,viešņa
644,Gast::N,επισκέπτης,ciemiņš
645,Geschenk::N,δώρο,козин
646,Geschenk::N,δώρο,dāvana
647,Spiel::N,παιχνίδι,ворсан
648,Spiel::N,παιχνίδι,rotaļa
649,Gesellschaft::N,κοινωνία,котыр
650,Gesellschaft::N,κοινωνία,biedrība
651,Gesellschaft::N,κοινωνία,kompānija
652,Hilfe::N,βοήθεια,отсӧг
653,Hilfe::N,βοήθεια,palīdzība
654,Freund::N,φίλος,ёрт
655,Freund::N,φίλος,draugs
656,Kamerad::N,σύντροφος,ёрт
657,Kamerad::N,σύντροφος,biedrs
658,Angelegenheit::N,υπόθεση,мог
659,Angelegenheit::N,υπόθεση,делӧ
660,Angelegenheit::N,υπόθεση,darīšana
661,Anzahl::N,αριθμός,лыд
662,Anzahl::N,αριθμός,тшӧт
663,Anzahl::N,αριθμός,skaits
664,Anzahl::N,αριθμός,daudzums
665,Art::N,είδος,сикас
666,Art::N,είδος,suga
667,Art::N,είδος,šķira
668,Stück::N,κομμάτι,тор
669,Stück::N,κομμάτι,gabals
670,Teil::N,μέρος,юкӧн
671,Teil::N,μέρος,daļa
672,Hälfte::N,μισό,пӧв
673,Hälfte::N,μισό,джын
674,Hälfte::N,μισό,puse
675,Kreis::N,κύκλος,кытш
676,Kreis::N,κύκλος,aplis
677,Kreis::N,κύκλος,riņķis
678,Kreuz::N,σταυρός,перна
679,Kreuz::N,σταυρός,крест
680,Kreuz::N,σταυρός,krusts
681,Linie::N,γραμμή,визь
682,Linie::N,γραμμή,līnija
683,Strich::N,γραμμή,визь
684,Strich::N,γραμμή,svītra
685,Abstand::N,απόσταση,кост
686,Abstand::N,απόσταση,коласт
687,Abstand::N,απόσταση,atstarpe
688,Entfernung::N,απόσταση,ылна
689,Entfernung::N,απόσταση,attālums
690,Entfernung::N,απόσταση,atstatums
691,Gegend::N,περιοχή,му-ва
692,Gegend::N,περιοχή,apvidus
693,Gegend::N,περιοχή,apgabals
694,Gegend::N,τοποθεσία,му-ва
695,Gegend::N,τοποθεσία,apvidus
696,Gegend::N,τοποθεσία,apgabals
697,Platz::N,χώρος,ылдӧс
698,Platz::N,χώρος,йир
699,Platz::N,χώρος,гӧгӧртас
700,Platz::N,χώρος,vieta
701,Ort::N,τόπος,ин
702,Ort::N,τόπος,места
703,Ort::N,τόπος,vieta
704,Seite::N,πλευρά,бок
705,Seite::N,πλευρά,ӧтарладор
706,Seite::N,πλευρά,sāns
707,Mitte::N,μέση,шӧр
708,Mitte::N,μέση,vidus
709,Gegenstand::N,αντικείμενο,кӧлуй
710,Gegenstand::N,αντικείμενο,priekšmets
711,Sache::N,πράγμα,добра
712,Sache::N,πράγμα,lieta
713,Rand::N,άκρη,дор
714,Rand::N,άκρη,mala
715,Rand::N,άκρη,apmale
716,Rand::N,χείλος,дор
717,Rand::N,χείλος,mala
718,Rand::N,χείλος,apmale
719,Kante::N,άκρη,дор
720,Kante::N,άκρη,šķautne
721,Ecke::N,γωνιά,пельӧс
722,Ecke::N,γωνιά,kakts
723,Ecke::N,γωνιά,stūris
