,Concept_ID,myv,en
106,Wiese::N,луга,meadow
107,Wald::N,вирь,forest
108,Hügel::N,губорь,hill
109,Hügel::N,пандыне,hill
110,Anhöhe::N,губорь,elevation
111,Anhöhe::N,пандыне,elevation
112,Berg::N,пандо,mountain
113,Gipfel::N,пря,summit
114,Höhle::N,пещера,cave
115,Abhang::N,пандочама,slope
116,Quelle::N,ушодкс,source
117,Bach::N,чудикерькс,brook
118,Fluss::N,лей,river
119,Ufer::N,чире,shore
120,Küste::N,лейчире,coast
121,Festland::N,мода,land
122,Meer::N,моря,sea
123,Bucht::N,усия,cove
124,Insel::N,усия,island
125,Blume::N,цеця,flower
126,Gras::N,тикше,grass
127,Wurzel::N,юр,root
128,Wurzel::N,ундокс,root
129,Baum::N,чувто,tree
130,Stamm::N,рунго,trunk
131,Rinde::N,суд,bark
132,Rinde::N,керь,bark
133,Ast::N,морго,limb
134,Zweig::N,тарад,branch
135,Blatt::N,лопа,leaf
136,Birke::N,килей,birch
137,Kiefer[Baum]::N,пиче,pine
138,Weide[Baum]::N,каль,willow
139,Tanne::N,куз,fir
140,Horn::N,сюро,horn
141,Feder::N,толга,feather
142,Fell::N,пона,fur
143,Flügel::N,сёлмо,wing
144,Klaue::N,кенже,claw
145,Kralle::N,кенже,claw
146,Schwanz::N,пуло,tail
147,Ei::N,ал,egg
148,Nest::N,пизэ,nest
149,Bau::N,варя,lair
150,Bau::N,пизе,lair
151,Tier::N,ракша,animal
152,Herde::N,стада,flock
153,Kuh::N,скал,cow
154,Bulle::N,бука,bull
155,Pferd::N,лишме,horse
156,Schaf::N,реве,sheep
157,Schwein::N,туво,pig
158,Hund::N,пине,dog
159,Hund::N,киска,dog
160,Katze::N,псака,cat
161,Bär::N,овто,bear
162,Eichhörnchen::N,ур,squirrel
163,Elch::N,сярдо,elk
164,Fuchs::N,ривезь,fox
165,Hase::N,нумоло,hare
166,Maus::N,чеерь,mouse
167,Wolf::N,верьгиз,wolf
168,Vogel::N,нармунь,bird
169,Schwarm::N,полк,swarm
170,Schwarm::N,стада,swarm
171,Huhn::N,сараз,chicken
172,Hahn::N,атякш,cock
173,Gans::N,гала,goose
174,Gans::N,мацей,goose
175,Adler::N,куцькан,eagle
176,Adler::N,тумоатякш,eagle
177,Ente::N,яксярго,duck
178,Eule::N,корж,owl
179,Kranich::N,карго,crane
180,Krähe::N,варака,crow
181,Kuckuck::N,куко,cuckoo
182,Schwan::N,локсей,swan
183,Fisch::N,кал,fish
184,Barsch::N,окунь,perch
185,Hecht::N,щука,pike
186,Schlange[Tier]::N,гуй,snake
187,Wurm::N,сукс,worm
188,Spinne::N,шанжав,spider
189,Ameise::N,коткудав,ant
190,Laus::N,сий,louse
191,Mücke::N,сеське,midge
192,Fliege::N,карво,fly
193,Schmetterling::N,нимиляв,butterfly
194,Beere::N,умарь,berry
195,Apfel::N,умарь,apple
196,Pilz::N,панго,mushroom
197,Zwiebel::N,чурька,onion
198,Saat::N,видьметь,seed
199,Korn::N,сюро,grain
200,Heu::N,тикше,hay
201,Schale::N,кедь,husk
202,Schale::N,ваткавкс,husk
203,Grube::N,латко,pit
204,Falle::N,тувор,trap
205,Falle::N,кундамка,trap
206,Schlinge::N,килькш,noose
207,Spur::N,челькс,track
208,Spur::N,пильгеки,track
209,Asche::N,кулов,ashes
210,Dreck::N,рудаз,filth
211,Eisen::N,кшни,iron
212,Gold::N,сырне,gold
213,Silber::N,сия,silver
214,Kohle::N,сэдь,coal
215,Kohle::N,уголия,coal
216,Glas::N,сулика,glass
217,Lehm::N,сёвонь,clay
218,Sand::N,човар,sand
219,Mensch::N,ломань,human
220,Mann::N,аля,man
221,Mann::N,цёраломань,man
222,Frau::N,ава,woman
223,Kind::N,эйкакш,child
224,Junge::N,цёрыне,boy
225,Mädchen::N,тейтерне,girl
226,Familie::N,семия,family
227,Großvater::N,покштя,grandfather
228,Großmutter::N,баба,grandmother
229,Eltern::N,тетят-ават,parents
230,Vater::N,тетя,father
231,Mutter::N,ава,mother
232,Sohn::N,цёра,son
233,Tochter::N,тейтерь,daughter
234,Bruder::N,леля,brother
235,Bruder::N,ялакс,brother
236,Schwester::N,сазор,sister
237,Onkel::N,леля,uncle
238,Tante::N,патя,aunt
239,Ehemann::N,мирде,husband
240,Ehefrau::N,ни,wife
241,Freude::N,кеняркс,joy
242,Gelächter::N,ракамо,laughter
243,Gelächter::N,пейдема,laughter
244,Glück::N,уцяска,happiness
245,Kummer::N,рискс,grief
246,Kummer::N,мелявкс,grief
247,Wunsch::N,мель,wish
248,Wunsch::N,бажамо,wish
249,Lust::N,бажамо,desire
250,Geist::N,ойме,spirit
251,Gedanke::N,мель,thought
252,Gedächtnis::N,мель,memory
253,Verstand::N,прев,mind
254,Sinn::N,толк,meaning
255,Sinn::N,смысла,meaning
256,Grund::N,тувтал,reason
257,Wahrheit::N,видечи,truth
258,Gespräch::N,кортнема,talk
259,Märchen::N,ёвкс,fairy tale
260,Erzählung::N,ёвтнема,story
261,Nachricht::N,куля,message
262,Neuigkeit::N,куля,news
263,Name::N,лем,name
264,Rätsel::N,содамоёвкс,puzzle
265,Rede::N,кортамо,speech
266,Sprache::N,кель,language
267,Stimme::N,ваигель,voice
268,Wort::N,вал,word
269,Zeichen::N,теште,sign
270,Ruf::N,тердема,call
271,Lärm::N,шалнома,noise
272,Laut::N,вайгель,sound
273,Ton::N,гайнема,tone
274,Lied::N,моро,song
275,Ruhe::N,оймамо,calm
276,Leute::N,ломанть,people
277,Volk::N,народ,nation
278,Arbeit::N,тев,work
279,Gast::N,инже,guest
280,Geschenk::N,казне,gift
281,Spiel::N,налксема,game
282,Gesellschaft::N,община,company
283,Hilfe::N,лездамо,help
284,Freund::N,оя,friend
285,Freund::N,ялга,friend
286,Kamerad::N,оя,companion
287,Kamerad::N,ялга,companion
288,Angelegenheit::N,тев,matter
289,Anzahl::N,ламоксчи,count
290,Art::N,вид,sort
291,Stück::N,пакш,piece
292,Stück::N,пелькс,piece
293,Teil::N,часть,part
294,Teil::N,пелькс,part
295,Hälfte::N,пель,half
296,Hälfte::N,пелькс,half
297,Kreis::N,кирькс,circle
298,Kreuz::N,крёст,cross
299,Linie::N,кикс,line
300,Strich::N,межа,stroke
301,Abstand::N,ютко,gap
302,Entfernung::N,ютко,distance
303,Gegend::N,тарка,area
304,Gegend::N,пертьпелькс,area
305,Platz::N,васолкс,space
306,Ort::N,тарка,place
307,Seite::N,ён,side
308,Seite::N,чире,side
309,Mitte::N,куншка,middle
310,Gegenstand::N,предмет,item
311,Sache::N,тев,thing
312,Sache::N,веща,thing
313,Rand::N,пе,fringe
314,Rand::N,чире,fringe
315,Kante::N,ирдез,edge
316,Ecke::N,ужо,corner
317,Spitze::N,пряне,tip
318,Spitze::N,пе,tip
319,Ende::N,пе,end
320,Loch::N,варя,hole
321,Winkel::N,ужо,angle
322,Muster::N,сёрма,pattern
323,Größe::N,сэрь,size
324,Größe::N,покшолма,size
325,Länge::N,кувалмо,length
326,Höhe::N,сэрь,height
327,Höhe::N,пандо,height
328,Gewicht::N,сталмо,weight
329,Menge::N,лововкс,amount
330,Haufen::N,мар,heap
331,Haufen::N,валявкс,heap
332,Reihe::N,ряд,row
333,Boot::N,венч,boat
334,Ruder::N,милё,oar
335,Schlitten::N,нурдт,sleigh
336,Ski::N,сокс,ski
337,Lagerfeuer::N,толбандя,campfire
338,Last::N,сталмо,load
339,Last::N,кандома,load
340,Gang::N,молема,walk
341,Gang::N,якамо,walk
342,Schritt::N,эскелькс,step
343,Norden::N,якшамо ёнкс,north
344,Süden::N,лембе ёнкс,south
345,Westen::N,чивалгома,west
346,Osten::N,чилисема,east
347,Holz::N,чувто,wood
348,Brett::N,лаз,board
349,Platte::N,плита,slab
350,Stütze::N,неже,bracket
351,Stange::N,олга,pole
352,Stock::N,мандо,stick
353,Stab::N,олога,staff
354,Rohr::N,турба,pipe
355,Haus::N,кудо,house
356,Heim::N,кудо,home
357,Ofen::N,каштомо,stove
358,Fußboden::N,киякс,floor
359,Tisch::N,столь,table
360,Stuhl::N,стул,chair
361,Wiege::N,лавсь,cradle
362,Wiege::N,нурямот,cradle
363,Bett::N,ацамо,bed
364,Regal::N,лався,shelf
365,Regal::N,лавсяланго,shelf
366,Kiste::N,горобия,box
367,Kiste::N,сундук,box
368,Fenster::N,вальма,window
369,Tür::N,кенкш,door
370,Tor::N,ортат,gate
371,Zaun::N,пирявт,fence
372,Zaun::N,пирвякс,fence
373,Dach::N,кудопря,roof
374,Leiter::N,кузтема,ladder
375,Besen::N,тенсть,broom
376,Spaten::N,койме,spade
377,Schaufel::N,кече,shovel
378,Schaufel::N,келей койме,shovel
379,Gabel::N,сянгине,fork
380,Löffel::N,пенч,spoon
381,Messer::N,пеель,knife
382,Nagel::N,эске,nail
383,Netz::N,алтыма,net
384,Haken::N,кечказ,hook
385,Griff::N,кедне,handle
386,Schloss::N,замок,lock
387,Schloss::N,панжома,lock
388,Bild::N,картина,picture
389,Figur::N,рунго,figure
390,Puppe::N,няка,doll
391,Beutel::N,кескав,pouch
392,Bündel::N,керькс,bundle
393,Tasche::N,юдма,bag
394,Eimer::N,ведра,bucket
395,Deckel::N,велькс,cover
396,Geschirr::N,кедьге,dishes
397,Sack::N,кескав,sack
398,Tasse::N,чакш,cup
399,Topf::N,кастрюля,pot
400,Kessel::N,котёл,kettle
401,Essen::N,ярсамо,meal
402,Nahrung::N,ярсамопель,food
403,Speise::N,ярсамопель,dish
404,Fleisch::N,сывель,meat
405,Getreide::N,сюро,corn
406,Brei::N,каша,mush
407,Brot::N,кши,bread
408,Scheibe::N,кочом,slice
409,Scheibe::N,сускомо,slice
410,Fett::N,куя,fat
411,Butter::N,ой,butter
412,Öl::N,ой,oil
413,Salz::N,сал,salt
414,Suppe::N,ям,soup
415,Honig::N,медь,honey
416,Milch::N,ловсо,milk
417,Tee::N,чай,tea
418,Leder::N,киське,leather
419,Wolle::N,пона,wool
420,Stoff::N,коцт,cloth
421,Nadel::N,салмукс,needle
422,Faden::N,суре,thread
423,Knopf::N,пов,button
424,Knoten::N,сюлмо,knot
425,Farbe::N,артомапель,paint
426,Kleidung::N,оршамот,clothes
427,Hemd::N,панар,shirt
428,Kragen::N,сиве,collar
429,Ärmel::N,ожа,sleeve
430,Hose::N,понкст,trousers
431,Gürtel::N,каркс,belt
432,Mütze::N,чапка,cap
433,Schuh::N,туфля,shoe
434,Stiefel::N,кем,boot
435,Ring::N,суркс,ring
436,Band::N,лента,ribbon
437,Kamm::N,сурсеме,comb
438,Spiegel::N,чавачамо,mirror
439,Riemen::N,кшнань каркс,strap
440,Schnur::N,пикс,string
441,Leine::N,ведьме,leash
442,Decke::N,вельтямо,blanket
443,Kissen::N,тодов,pillow
444,Tuch::N,паця,scarf
445,Handtuch::N,нардамо,towel
446,Kraft::N,вий,force
447,Stärke::N,виевчи,strength
448,Gesundheit::N,шумбрачи,health
449,Krankheit::N,орма,illness
450,Krankheit::N,сэредема,illness
451,Schmerz::N,сэредькс,pain
452,Wunde::N,керявкс,wound
453,Fieber::N,маштыкс,fever
454,Arznei::N,ормаменькс,medicine
455,Brücke::N,сэдь,bridge
456,Brücke::N,мадамо,bridge
457,Brunnen::N,лисьма,well
458,Weide::N,ракшань ванома тарка,pasture
459,Pfad::N,ян,path
460,Weg::N,ки,way
461,Straße::N,ки,road
462,Dorf::N,веле,village
463,Stadt::N,ош,town
464,Brief::N,сёрма,letter
465,Buch::N,книга,book
466,Buchstabe::N,буква,character
467,Zeitung::N,газета,newspaper
468,Leben::N,эрямо,life
469,Tod::N,кулома,death
470,Grab::N,калмо,grave
471,Kirche::N,церькова,church
472,Sünde::N,чумочи,sin
473,Gott::N,паз,god
474,Arbeiter::N,робочей,worker
475,Chef::N,прявт,boss
476,Meister::N,кол тевень тенця,master
477,Arzt::N,врач,doctor
478,Lehrer::N,учитель,teacher
479,Lehrer::N,тонавтыця,teacher
480,Geld::N,ярмак,money
481,Geschäft::N,ладязь тев,business
482,Laden::N,лавка,shop
483,Preis::N,питне,price
484,Ware::N,миевкс,ware
485,Ware::N,рамавкс,ware
486,Nutzen::N,паро,profit
487,Nutzen::N,лезэ,profit
488,Reichtum::N,сюпавчи,wealth
489,Welt::N,мир,world
490,Welt::N,мастор ланго,world
491,Land::N,мастор,country
492,Staat::N,государства,state
493,König::N,король,king
494,Macht::N,азорксчи,power
495,Grenze::N,буен тешкс,border
496,Krieg::N,война,war
497,Feind::N,душман,enemy
498,Gewalt::N,нарьгамо,violence
499,Kampf::N,тюрема,fight
500,Bogen[Waffe]::N,нал,bow
501,Pfeil::N,нал,arrow
502,Gewehr::N,ружия,gun
503,Gewehr::N,винтовка,gun
504,Fehler::N,ильведькс,mistake
505,Fehler::N,ильведевкс,mistake
506,Lüge::N,манчема,lie
507,Lüge::N,кенгелема,lie
508,Schaden::N,зыян,damage
509,Unglück::N,зыян,misfortune
510,Schuld::N,чумочи,fault
511,Alter::N,шка,age
512,Schluss::N,пе,conclusion
513,Zeit::N,шка,time
514,Zeit::N,пинге,time
515,Tag::N,чи,day
516,Morgen::N,валске,morning
517,Mittag::N,чикуншка,noon
518,Abend::N,чокшнэ,evening
519,Nacht::N,ве,night
520,Woche::N,недля,week
521,Monat::N,ков,month
522,Jahr::N,ие,year
523,Frühling::N,тундо,spring
524,Sommer::N,кизэ,summer
525,Herbst::N,сёксь,autumn
526,Winter::N,теле,winter
527,Januar::N,якшамков,January
528,Februar::N,февраль,February
529,März::N,март,March
530,April::N,апрель,April
531,Mai::N,май,May
532,Juni::N,июнь,June
533,Juli::N,июль,July
534,August::N,август,August
535,September::N,сентября,September
536,Oktober::N,октября,October
537,November::N,ноября,November
538,Dezember::N,декабря,December
539,Montag::N,пондельник,Monday
540,Dienstag::N,овторник,Tuesday
541,Mittwoch::N,серёда,Wednesday
542,Donnerstag::N,цетьверьг,Thursday
543,Freitag::N,пеця,Friday
544,Samstag::N,субута,Saturday
545,Samstag::N,шлямочи,Saturday
546,Sonntag::N,недлячи,Sunday
547,groß::A,ине,big
548,groß::A,покш,big
549,klein::A,вишка,little
550,lang::A,кувака,long
551,kurz::A,нурькине,short
552,breit::A,келей,wide
553,schmal::A,теине,narrow
554,dicht::A,тусто,dense
555,dick[Gegenstand]::A,эчке,thick
556,dünn::A,човине,thin
557,fein::A,човине,delicate
558,fest::A,кеме,firm
559,flach::A,лапужа,flat
560,glatt::A,валаня,smooth
561,hart::A,калгодо,hard
562,weich::A,чевте,soft
563,rund::A,кеверь,round
564,spitz::A,пшти,pointed
565,scharf::A,пшти,sharp
566,stumpf::A,ношка,blunt
567,schwer::A,стака,heavy
568,schön::A,мазый,beautiful
569,heiß::A,пси,hot
570,warm::A,лембе,warm
571,kalt::A,якшамо,cold
572,kühl::A,экше,cool
573,frisch::A,свежа,fresh
574,feucht::A,летьке,damp
575,nass::A,начко,wet
576,trocken::A,коське,dry
577,voll::A,пешксе,full
578,leer::A,чаво,empty
579,offen::A,панжадо,open
580,offen::A,виде,open
581,geschlossen::A,пекстазь,closed
582,geschlossen::A,сёлгозь,closed
583,sauber::A,ванькс,clean
584,schmutzig::A,ливезев,dirty
585,roh::A,верек,raw
586,reif::A,кенерезь,ripe
587,lecker::A,тантей,delicious
588,süß::A,ламбамо,sweet
589,bitter::A,сэпей,bitter
590,sauer::A,чапамо,sour
591,hell::A,валдо,bright
592,dunkel::A,чопода,dark
593,schwarz::A,раужо,black
594,weiß::A,ашо,white
595,rot::A,якстере,red
596,gelb::A,ожо,yellow
597,blau::A,сэнь,blue
598,grün::A,пиже,green
599,grau::A,шержев,grey
600,bunt::A,сёрмав,colourful
601,bunt::A,сёрмав,colorful
602,billig::A,аволь питней,cheap
603,teuer::A,питней,dear
604,wertvoll::A,питней,precious
605,blind::A,сокор,blind
606,taub::A,амариця,deaf
607,kräftig::A,пек виев,powerful
608,stark::A,виев,strong
609,schwach::A,лавшо,weak
610,fett::A,куя,fat
611,schlank::A,виде ронга,slim
612,hübsch::A,мазый,pretty
613,böse::A,кежей,evil
614,dumm::A,чавола,stupid
615,dumm::A,превтеме,stupid
616,faul::A,нузякс,lazy
617,fleißig::A,мелень путыця,diligent
618,geizig::A,скупой,stingy
619,klug::A,превей,clever
620,geschickt::A,маштозь теезь,skilful
621,geschickt::A,маштозь теезь,skillful
622,lieb::A,вадря,dear
623,lustig::A,весёла,merry
624,sanft::A,сэтьме,gentle
625,hungrig::A,вачо,hungry
626,krank::A,сэредиця,sick
627,nackt::A,штапо,naked
628,traurig::A,нусманя,sad
629,lebendig::A,эриця,living
630,gut::A,паро,good
631,schlecht::A,берянь,bad
632,richtig::A,виде,correct
633,schlimm::A,берянь,nasty
634,wahr::A,алкуксонь,true
635,alt::A,ташто,old
636,neu::A,од,new
637,ehemalig::A,икелень,former
638,alt[Lebewesen]::A,сыре,aged
639,jung::A,од,young
640,arm::A,кажов,poor
641,reich::A,сюпав,rich
642,bekannt::A,содавикс,familiar
643,berühmt::A,содавикс,famous
644,fremd::A,лия,foreign
645,fremd::A,асодавикс,foreign
646,verschieden::A,эрьва,different
647,nah::A,а васолонь,near
648,fern::A,умонь,far
649,fern::A,кезэрень,far
650,linker::A,керш,left
651,rechter::A,вить,right
652,anderer::A,лия,other
653,erster::A,васень,first
654,erster::A,васенце,first
655,zweiter::A,омбоце,second
656,dritter::A,колмоце,third
657,letzter::A,меельце,last
658,allein::ADV,башка,alone
659,allein::ADV,ськамонзо,alone
660,auf einmal::ADV,вейсэ,at once
661,zusammen::ADV,вейс,together
662,zusammen::ADV,вейсэ,together
663,lange::ADV,кувать,long
664,plötzlich::ADV,апак учо,suddenly
665,sofort::ADV,курок,instantly
666,sofort::ADV,нейке,instantly
667,später::ADV,мейле,later
668,jetzt::ADV,ней,now
669,heute::ADV,течи,today
670,morgen::ADV,ванды,tomorrow
671,bald::ADV,курок,soon
672,dann::ADV,мейле,then
673,dann::ADV,седе мейле,then
674,gestern::ADV,исяк,yesterday
675,einst::ADV,весть,once
676,einst::ADV,зярдо-бути,once
677,damals::ADV,сестэ,at that time
678,danach::ADV,мейле,afterwards
679,danach::ADV,седе мейле,afterwards
680,vorher::ADV,васняяк,before
681,zuerst::ADV,васня,at first
682,einmal::ADV,весть,once
683,manchmal::ADV,лиясто,sometimes
684,oft::ADV,сеетьстэ,often
685,immer::ADV,свал,always
686,niemals::ADV,а зярдояк,never
687,hier::ADV,тесэ,here
688,hierhin::ADV,тей,hither
689,hierhin::ADV,тей,to here
690,hierhin::ADV,тей,here
691,von hier::ADV,тестэ,hence
692,dort::ADV,тосо,there
693,dorthin::ADV,тов,thither
694,dorthin::ADV,тов,there
695,dorthin::ADV,тов,to there
696,geradeaus::ADV,витьстэ,ahead
697,vorwärts::ADV,икелев,forward
698,rückwärts::ADV,мекев,backward
699,zurück::ADV,мекев,back
700,unten::ADV,ало,below
701,hinab::ADV,алов,down
702,oben::ADV,вере,above
703,hinauf::ADV,верев,up
704,überall::ADV,эрьва косо,everywhere
705,nicht::ADV,а,not
706,ein wenig::ADV,аламошка,a little
707,kaum::ADV,ансяк,hardly
708,sehr::ADV,пек,very
709,sehr::ADV,вельть,very
710,so::ADV,истя,so
711,noch::ADV,таго,still
712,nur::ADV,ансяк,only
713,schon::ADV,уш,already
714,wieder::ADV,таго,again
715,vergebens::ADV,стяко,in vain
716,vor::PRP,икеле,in front of
717,hinter::PRP,вельде,behind
718,unter::PRP,ало,under
719,durch::PRP,пачк,through
720,neben::PRP,вакссо,next to
721,zwischen::PRP,ютксо,between
722,wegen::PRP,кис,because of
723,wegen::PRP,коряс,because of
724,wegen::PRP,кувалт,because of
725,dies::PRN,те,this
726,das::PRN,те,that
727,das::PRN,тона,that
728,alles::PRN,весе,everything
729,alles::PRN,весемесь,everything
730,ich::PRN,мон,I
731,du::PRN,тон,you
732,du::PRN,тон,thou
733,er::PRN,сон,he
734,wir::PRN,минь,we
735,ihr::PRN,тынь,you
736,sie::PRN,сынь,they
737,was::FPRN,мезе,what
738,wer::FPRN,ки,who
739,wo::FADV,косо,where
740,wohin::FADV,ков,where ... to
741,wohin::FADV,ков,where to
742,wohin::FADV,ков,where
743,wohin::FADV,козо,where ... to
744,wohin::FADV,козо,where to
745,wohin::FADV,козо,where
746,wie::FADV,кода,how
747,warum::FADV,мекс,why
748,wieviel::FNUM,зяро,how much
749,eins::NUM,вейке,one
750,zwei::NUM,кавто,two
751,drei::NUM,колмо,three
752,vier::NUM,ниле,four
753,fünf::NUM,вете,five
754,sechs::NUM,кото,six
755,sieben::NUM,сисем,seven
756,acht::NUM,кавксо,eight
757,neun::NUM,вейксэ,nine
758,zehn::NUM,кемень,ten
759,elf::NUM,кевейкее,eleven
760,zwölf::NUM,кемгавтово,twelve
761,zwanzig::NUM,комсь,twenty
762,dreißig::NUM,колоньгемень,thirty
763,vierzig::NUM,ниленьгемень,forty
764,fünfzig::NUM,ведьгемень,fifty
765,sechzig::NUM,кодгемень,sixty
766,siebzig::NUM,сизьгемень,seventy
767,achtzig::NUM,кавксоньгемень,eighty
768,neunzig::NUM,вейксэньгемень,ninety
769,hundert::NUM,сядо,a hundred
770,tausend::NUM,тыща,a thousand
771,und::CNJ,ды,and
772,oder::CNJ,или,or
773,stehen::V,аштемс стядо,stand
774,sitzen::V,аштемс озадо,sit
775,liegen::V,мадезь аштемс,lie
776,hängen::V,нурьгемс,hang
777,werden::V,арамс,become
778,passieren::V,лисэмс,happen
779,beginnen::V,ушодомс,begin
780,enden::V,лоткамс,end
781,wechseln::V,полавтнемс,change
782,aufgehen[Sonne]::V,лисемс,rise
783,aufgehen[Sonne]::V,стямс,rise
784,untergehen[Sonne]::V,валгомс,set
785,scheinen[Sonne]::V,валдомтомс,shine
786,donnern::V,цярномс,thunder
787,donnern::V,галдордомс,thunder
788,wehen::V,пувамс,blow
789,strömen::V,чудемс,stream
790,fließen::V,чудемс,flow
791,sich drehen::V,велямс,revolve
792,schwanken::V,лыкамс,sway
793,schwanken::V,якамс,sway
794,schwingen::V,нурсемс,swing
795,schwingen::V,лыкамс,swing
796,fallen::V,прамс,fall
797,fallen::V,сяворемс,fall
798,brennen::V,паломс,burn
799,rauchen::V,качадомс,smoke
800,regnen::V,пиземс,rain
801,gefrieren::V,кельмемс,freeze
802,tauen::V,соламс,thaw
803,schmelzen::V,соламс,melt
804,trocknen::V,коськемс,dry
805,sieden::V,лакамс,boil
806,sieden::V,пиксемс,boil
807,faulen::V,наксадомс,rot
808,verfaulen::V,наксадомс,decay
809,reißen::V,сезневемс,snap
810,versinken::V,ваямс,sink
811,vergehen::V,ютамс,pass
812,erscheinen::V,лисемс,appear
813,verschwinden::V,ёмамс,disappear
814,sinken::V,явамс,drop
815,abnehmen::V,киремемс,decrease
816,zunehmen::V,ламолгадомс,increase
817,zunehmen::V,раштамс,increase
818,steigen::V,куземс,rise
819,steigen::V,кепсевемс,rise
820,wachsen::V,касомс,grow
821,glänzen::V,цитнемс,shine
822,funkeln::V,пиндолдомс,sparkle
823,funkeln::V,цивтёрдомс,sparkle
824,lärmen::V,шалномс,be noisy
825,läuten::V,гайгезевемс,chime
826,klingeln::V,чавомс баягас,ring
827,klirren::V,калдордомс,tinkle
828,klirren::V,кальцяемс,tinkle
829,brausen::V,лакамс,roar
830,rauschen::V,лажномс,rustle
831,klingen::V,гайгемс,sound
832,bellen::V,онгомс,bark
833,heulen::V,урномс,howl
834,blasen::V,пувамс,blow
835,pfeifen::V,вешкемс,whistle
836,schreien::V,пижнемс,shout
837,stöhnen::V,кувсемс,groan
838,zittern::V,тарномс,tremble
839,leben::V,эрямс,be alive
840,geboren werden::V,чачомс,be born
841,atmen::V,лексемс,breathe
842,trinken::V,симемс,drink
843,essen::V,ярсамс,eat
844,schlucken::V,нилемс,swallow
845,schlucken::V,порнемс,swallow
846,müde werden::V,сиземс,get tired
847,einschlafen::V,матедевемс,fall asleep
848,schlafen::V,удомс,sleep
849,aufwachen::V,сыргоземс,wake up
850,aufstehen::V,стямс,get up
851,sich erholen::V,оймсемс,relax
852,krank werden::V,сэредезевемс,fall ill
853,krank sein::V,сэредемс,be ill
854,schmerzen::V,сэредемс,ache
855,husten::V,козомс,cough
856,genesen::V,пичкамс,recover
857,sterben::V,куломс,die
