,Concept_ID,no,mdf
106,Sumpf::N,myrlende,шяй
107,Moor::N,myr,шяй
108,Moor::N,myrhei,шяй
109,Wiese::N,eng,луга
110,Wald::N,skog,вирь
111,Hügel::N,haug,губо́р
112,Hügel::N,haug,пандоня
113,Hügel::N,bakke,губо́р
114,Hügel::N,bakke,пандоня
115,Anhöhe::N,haug,губо́р
116,Anhöhe::N,bakke,губо́р
117,Berg::N,berg,панда
118,Berg::N,fjell,панда
119,Gipfel::N,topp,пря
120,Höhle::N,hule,у́нда
121,Abhang::N,li,па́нда ша́ма
122,Abhang::N,skråning,па́нда ша́ма
123,Quelle::N,kilde,эшиня
124,Bach::N,bekk,шудерькс
125,Fluss::N,elv,ляй
126,Ufer::N,bredd,търва́
127,Küste::N,kyst,ляйтърва́
128,Festland::N,fastland,мода
129,Meer::N,hav,моря
130,Bucht::N,bukt,ведьуське
131,Insel::N,øy,цёнга
132,Blume::N,blomst,панчф
133,Gras::N,gress,тише
134,Wurzel::N,rot,юр
135,Wurzel::N,rot,ункс
136,Baum::N,tre,шуфта
137,Stamm::N,stamme,ро́нга
138,Rinde::N,bark,кер
139,Ast::N,gren,морга
140,Zweig::N,kvist,тарад
141,Blatt::N,blad,лопа
142,Birke::N,bjørk,ке́лу
143,Kiefer[Baum]::N,furu,пиче
144,Weide[Baum]::N,selje,каль
145,Weide[Baum]::N,piletre,каль
146,Tanne::N,gran,куз
147,Horn::N,horn,сюра
148,Feder::N,fjær,толга
149,Fell::N,skinn,кедь
150,Flügel::N,vinge,паця
151,Klaue::N,klauv,кенже
152,Kralle::N,klo,кенже
153,Schwanz::N,hale,пула
154,Ei::N,egg,ал
155,Nest::N,rede,пиза
156,Bau::N,hi,пиза
157,Tier::N,dyr,жува́та
158,Herde::N,flokk,нал
159,Herde::N,flokk,стада
160,Kuh::N,ku,скал
161,Kuh::N,ku,тракс
162,Bulle::N,tyr,бука
163,Pferd::N,hest,лишме
164,Schaf::N,får,уча́
165,Schwein::N,gris,тува
166,Hund::N,hund,пине
167,Katze::N,katt,катоня
168,Katze::N,katt,аваката
169,Bär::N,bjørn,офта
170,Eichhörnchen::N,ekorn,ур
171,Elch::N,elg,ся́рда
172,Fuchs::N,rev,келазь
173,Hase::N,hare,ну́мол
174,Maus::N,mus,шеер
175,Wolf::N,ulv,върьгаз
176,Wolf::N,varg,върьгаз
177,Vogel::N,fugl,нармонь
178,Schwarm::N,sverm,ко́вол
179,Schwarm::N,sverm,ме́швеле
180,Huhn::N,høne,сараз
181,Hahn::N,hane,а́тякш
182,Gans::N,gås,маци
183,Adler::N,ørn,куцькан
184,Ente::N,and,яксярга
185,Eule::N,ugle,ко́рож
186,Kranich::N,trane,ка́рга
187,Krähe::N,kråke,ва́рси
188,Kuckuck::N,gjøk,ку́ку
189,Schwan::N,svane,ло́ксти
190,Fisch::N,fisk,кал
191,Barsch::N,abbor,о́кунь
192,Hecht::N,gjedde,щу́ка
193,Schlange[Tier]::N,orm,куй
194,Schlange[Tier]::N,slange,куй
195,Wurm::N,orm,сукс
196,Wurm::N,mark,сукс
197,Spinne::N,edderkopp,унжа́
198,Ameise::N,maur,панжам
199,Laus::N,lus,си
200,Mücke::N,mygg,ся́ське
201,Fliege::N,flue,кару
202,Schmetterling::N,sommerfugl,ме́лав
203,Beere::N,bær,и́мож
204,Apfel::N,eple,марь
205,Pilz::N,sopp,панга
206,Zwiebel::N,løk,шурьхкя́
207,Saat::N,sæd,видьмот
208,Korn::N,korn,сёра
209,Heu::N,høy,тише
210,Schale::N,skall,кедь
211,Grube::N,grop,лотка
212,Falle::N,felle,туфкс
213,Falle::N,felle,кунда́ма
214,Schlinge::N,snare,килькш
215,Spur::N,spor,пильгоки́
216,Asche::N,aske,кулу
217,Dreck::N,møkk,ърда́з
218,Dreck::N,skitt,ърда́з
219,Eisen::N,jern,кшни
220,Gold::N,gull,ока
221,Gold::N,gull,золота
222,Silber::N,sølv,сия́
223,Kohle::N,kol,седь
224,Kohle::N,kol,седьвальмя
225,Kohle::N,kull,седь
226,Kohle::N,kull,седьвальмя
227,Glas::N,glass,кля́нцек
228,Lehm::N,leire,сёвонь
229,Sand::N,sand,шува́р
230,Mensch::N,menneske,ломань
231,Mann::N,mann,аля
232,Mann::N,mann,цёраломань
233,Frau::N,kvinne,ава
234,Kind::N,barn,идь
235,Kind::N,barn,шаба
236,Junge::N,gutt,цёраня
237,Mädchen::N,pike,стирня́
238,Mädchen::N,jente,стирня́
239,Familie::N,familie,тнал
240,Familie::N,familie,семья
241,Großvater::N,bestefar,атя
242,Großvater::N,bestefar,щя́тя
243,Großmutter::N,bestemor,баба
244,Eltern::N,foreldre,тя́дят-а́лят
245,Vater::N,far,аля
246,Mutter::N,mor,ава
247,Mutter::N,mor,тядя
248,Sohn::N,sønn,цёра
249,Tochter::N,datter,стирь
250,Bruder::N,bror,дуган
251,Bruder::N,bror,пяльне
252,Schwester::N,søster,ака
253,Schwester::N,søster,сазор
254,Onkel::N,onkel,оця
255,Onkel::N,onkel,патя
256,Onkel::N,onkel,щеня́
257,Tante::N,tante,ака
258,Tante::N,tante,щака
259,Ehemann::N,ektemann,мирде
260,Ehefrau::N,hustru,ърьвя́
261,Freude::N,glede,ке́нярдема
262,Gelächter::N,latter,рахсема
263,Glück::N,lykke,паваз
264,Kummer::N,sorg,ризф
265,Kummer::N,sorg,пичефкс
266,Wunsch::N,ønske,мяль
267,Wunsch::N,ønske,таколдома
268,Lust::N,lyst,таколдома
269,Geist::N,ånd,вайме
270,Gedanke::N,tanke,мяль
271,Gedächtnis::N,minne,прявий
272,Gedächtnis::N,hukommelse,прявий
273,Verstand::N,forstand,прявий
274,Sinn::N,mening,ён
275,Sinn::N,betydning,ён
276,Grund::N,grunn,туфта́л
277,Wahrheit::N,sannhet,ви́де
278,Wahrheit::N,sannhet,видеши́
279,Gespräch::N,samtale,корхтама
280,Märchen::N,eventyr,ёфкс
281,Erzählung::N,fortelling,азкс
282,Nachricht::N,melding,куля́
283,Neuigkeit::N,nyhet,куля́
284,Name::N,navn,лем
285,Rätsel::N,gåte,со́дама ёфкс
286,Rede::N,tale,вал
287,Rede::N,tale,корхтама
288,Sprache::N,språk,кяль
289,Stimme::N,stemme,вайгяль
290,Wort::N,ord,вал
291,Zeichen::N,tegn,тя́ште
292,Zeichen::N,tegn,тя́штькс
293,Ruf::N,rop,тердема
294,Lärm::N,bråk,гайф
295,Lärm::N,bråk,жалакодома
296,Laut::N,lyd,вайгяль
297,Ton::N,tone,вайгяль
298,Lied::N,vise,мора
299,Ruhe::N,ro,сетьме
300,Leute::N,folk,ломатть
301,Volk::N,folk,наро́д
302,Arbeit::N,arbeid,тев
303,Gast::N,gjest,и́нжи
304,Gast::N,gjest,ко́нак
305,Geschenk::N,gave,казне
306,Spiel::N,lek,налхкома
307,Spiel::N,lek,налхксема
308,Spiel::N,spill,налхкома
309,Spiel::N,spill,налхксема
310,Gesellschaft::N,selskap,кружок
311,Hilfe::N,hjelp,лездома
312,Freund::N,venn,я́лга
313,Kamerad::N,kamerat,я́лга
314,Angelegenheit::N,sak,тев
315,Angelegenheit::N,anliggende,тев
316,Anzahl::N,antall,лувкс
317,Art::N,art,вид
318,Art::N,slag,вид
319,Stück::N,stykke,пакш
320,Teil::N,del,часть
321,Teil::N,del,пялькс
322,Hälfte::N,halvdel,пяле
323,Kreis::N,ring,шаркс
324,Kreis::N,sirkel,шаркс
325,Kreuz::N,kors,крёз
326,Kreuz::N,kryss,крёз
327,Linie::N,linje,межа
328,Linie::N,linje,китькс
329,Strich::N,strek,межа
330,Abstand::N,avstand,ётка
331,Entfernung::N,avstand,ётка
332,Gegend::N,strøk,ва́ста
333,Gegend::N,strøk,перьфпя́ль
334,Platz::N,plass,ва́ста
335,Ort::N,sted,ва́ста
336,Seite::N,side,пяле
337,Mitte::N,midte,кучка́
338,Gegenstand::N,gjenstand,веща
339,Sache::N,sak,тев
340,Sache::N,sak,веща
341,Rand::N,rand,пе
342,Kante::N,kant,и́рдез
343,Ecke::N,hjørne,ужа
344,Spitze::N,spiss,пря
345,Ende::N,ende,пе
346,Loch::N,hull,варя
347,Winkel::N,vinkel,ужа
348,Muster::N,mønster,сёрма
349,Größe::N,størrelse,серь
350,Länge::N,lengde,кува́лма
351,Höhe::N,høyde,серь
352,Gewicht::N,vekt,сталма
353,Menge::N,mengde,лувкс
354,Haufen::N,haug,мар
355,Haufen::N,bunke,мар
356,Reihe::N,rekke,ряд
357,Boot::N,båt,венеж
358,Ruder::N,åre,миле
359,Schlitten::N,slede,ну́рда
360,Schlitten::N,kjelke,ну́рда
361,Ski::N,ski,сокс
362,Lagerfeuer::N,leirbål,то́лмар
363,Last::N,bør,канкс
364,Last::N,bør,сталма
365,Last::N,last,канкс
366,Last::N,last,сталма
367,Gang::N,gang,молема
368,Schritt::N,steg,аськолкс
369,Schritt::N,skritt,аськолкс
370,Norden::N,nord,якшама шире
371,Süden::N,sør,ля́мбе ши́ре
372,Westen::N,vest,ши валгома шире
373,Osten::N,øst,шинь стяма шире
374,Holz::N,tre,вирь
375,Holz::N,tre,шуфта
376,Brett::N,fjøl,лавця
377,Brett::N,brett,лавця
378,Platte::N,plate,плита́
379,Stütze::N,støtte,неже
380,Stange::N,stang,олга
381,Stock::N,pinne,байдек
382,Stab::N,stav,олгоня
383,Stab::N,kjepp,олгоня
384,Rohr::N,rør,турама
385,Haus::N,hus,куд
386,Heim::N,hjem,куд
387,Ofen::N,ovn,пянакуд
388,Fußboden::N,gulv,кия́кс
389,Tisch::N,bord,шра
390,Tisch::N,bord,моркш
391,Stuhl::N,stol,стул
392,Wiege::N,vogge,нюря́м
393,Bett::N,seng,ацам
394,Regal::N,reol,лавцяланга
395,Regal::N,hylle,лавцяланга
396,Kiste::N,kasse,парга
397,Fenster::N,vindu,валмья
398,Tür::N,dør,кенкш
399,Tor::N,port,ортат
400,Zaun::N,gjerde,перяфкс
401,Dach::N,tak,кудпря
402,Leiter::N,stige,куцема
403,Besen::N,kost,тяльме
404,Spaten::N,spade,ка́йме
405,Schaufel::N,skuffe,ко́поня
406,Schaufel::N,skuffe,ця́рдом
407,Gabel::N,gaffel,ця́нгоня
408,Löffel::N,skje,куцю
409,Messer::N,kniv,пеель
410,Nagel::N,spiker,эска
411,Netz::N,nett,
412,Haken::N,krok,кя́чказ
413,Griff::N,tak,недь
414,Griff::N,tak,кунда́мка
415,Griff::N,håndtak,недь
416,Griff::N,håndtak,кунда́мка
417,Schloss::N,lås,замо́к
418,Bild::N,bilde,карти́на
419,Figur::N,figur,ронга-понда
420,Puppe::N,dukke,ня́ка
421,Beutel::N,pose,кяскав
422,Bündel::N,bylt,кярьме
423,Tasche::N,veske,кошяльня
424,Eimer::N,bøtte,ве́дарка
425,Deckel::N,lokk,тавадкс
426,Deckel::N,lokk,вельхкс
427,Geschirr::N,kjøkkentøy,кядьге
428,Sack::N,sekk,кяскав
429,Tasse::N,kopp,ша́ваня
430,Topf::N,gryte,кавозь
431,Kessel::N,kjele,сргавозь
432,Essen::N,mål,ярхцама
433,Nahrung::N,mat,ярхцампяль
434,Nahrung::N,næring,ярхцампяль
435,Speise::N,matrett,ярхцама
436,Fleisch::N,kjøtt,пал
437,Fleisch::N,kjøtt,сиволь
438,Getreide::N,korn,сёра
439,Brei::N,grøt,ям
440,Brot::N,brød,кши
441,Scheibe::N,skive,кочам
442,Fett::N,fett,куя́
443,Butter::N,smør,вай
444,Öl::N,olje,вай
445,Salz::N,salt,сал
446,Suppe::N,suppe,шонгарям
447,Suppe::N,suppe,коршампяль
448,Honig::N,honning,медь
449,Milch::N,melk,лофца
450,Tee::N,te,чай
451,Leder::N,lær,кедь
452,Leder::N,skinn,кедь
453,Wolle::N,ull,пона
454,Stoff::N,tøy,котф
455,Stoff::N,stoff,котф
456,Nadel::N,nål,салмокс
457,Faden::N,tråd,сюре
458,Knopf::N,knapp,пуня
459,Knoten::N,knute,сюлма
460,Farbe::N,farge,архтомбяль
461,Kleidung::N,påkledning,щам
462,Hemd::N,skjorte,па́нар
463,Kragen::N,krage,сиве
464,Ärmel::N,erme,ожа
465,Hose::N,bukse,понкст
466,Gürtel::N,belte,каркс
467,Mütze::N,lue,вазь
468,Schuh::N,sko,башма́к
469,Stiefel::N,støvel,кя́ме
470,Ring::N,ring,суркс
471,Band::N,band,керькс
472,Band::N,band,лента
473,Kamm::N,kam,сюрьхцем
474,Spiegel::N,speil,ванома
475,Riemen::N,rem,шнань каркс
476,Schnur::N,snor,пикс
477,Schnur::N,snor,карькскя
478,Leine::N,line,вядьме
479,Decke::N,teppe,вельхкс
480,Kissen::N,pute,тоду
481,Tuch::N,tøy,руця́
482,Handtuch::N,håndkle,на́рдама
483,Kraft::N,kraft,вий
484,Stärke::N,styrke,вииши
485,Gesundheit::N,helse,шумбраши́
486,Gesundheit::N,sunnhet,шумбраши́
487,Krankheit::N,syke,урма́
488,Krankheit::N,syke,сярядема
489,Krankheit::N,sykdom,урма́
490,Krankheit::N,sykdom,сярядема
491,Schmerz::N,smerte,маряма
492,Wunde::N,sår,керф
493,Fieber::N,feber,маштыкс
494,Arznei::N,medisin,надо́бья
495,Arznei::N,medisin,пъчка́фтома
496,Arznei::N,legemiddel,надо́бья
497,Arznei::N,legemiddel,пъчка́фтома
498,Brücke::N,bro,седь
499,Brunnen::N,brønn,эши
500,Weide::N,beite,ванома васта
501,Pfad::N,sti,ян
502,Pfad::N,sti,киня́
503,Weg::N,vei,ки
504,Straße::N,gate,ки
505,Dorf::N,landsby,веле
506,Stadt::N,by,ош
507,Brief::N,brev,сёрма
508,Buch::N,bok,книга
509,Buchstabe::N,bokstav,бу́ква
510,Zeitung::N,avis,газе́та
511,Leben::N,liv,эряф
512,Leben::N,liv,эряма
513,Tod::N,død,кулома́
514,Grab::N,grav,калма
515,Kirche::N,kirke,це́рькав
516,Sünde::N,synd,пежеть
517,Sünde::N,synd,муворкс
518,Gott::N,gud,шкай
519,Arbeiter::N,arbeider,трудендай
520,Arbeiter::N,arbeider,работник
521,Chef::N,sjef,азор
522,Chef::N,sjef,оцюня
523,Meister::N,mester,мастяр
524,Arzt::N,lege,врач
525,Arzt::N,lege,доктор
526,Lehrer::N,lærer,учи́тель
527,Geld::N,penger,ярмакт
528,Geschäft::N,forretning,ладяфкс
529,Geschäft::N,forretning,ладяф тев
530,Laden::N,butikk,ла́вка
531,Preis::N,pris,питне
532,Ware::N,vare,миф
533,Ware::N,vare,ра́маф
534,Nutzen::N,nytte,пара
535,Nutzen::N,nytte,лезкс
536,Reichtum::N,rikdom,ко́зяши
537,Welt::N,verden,свет
538,Land::N,land,мастор
539,Staat::N,stat,государства
540,König::N,konge,король
541,Macht::N,makt,азорондама
542,Macht::N,makt,азорксши
543,Grenze::N,grense,ёткаян
544,Krieg::N,krig,война́
545,Feind::N,fiende,душман
546,Feind::N,fiende,каршек тюри
547,Gewalt::N,vold,наругама
548,Kampf::N,kamp,тюрема́
549,Bogen[Waffe]::N,bue,нал
550,Pfeil::N,pil,нал
551,Gewehr::N,gevær,винто́вка
552,Fehler::N,feil,эльбядькс
553,Lüge::N,løgn,васькафнема
554,Schaden::N,skade,зия́н
555,Unglück::N,uhell,зия́н
556,Schuld::N,skyld,муворши
557,Alter::N,alder,эряф кизот
558,Alter::N,alder,эряфонь пинге
559,Schluss::N,slutt,пе
560,Zeit::N,tid,пинге
561,Tag::N,dag,ши
562,Morgen::N,morgen,шобдава
563,Mittag::N,middag,шикучка
564,Abend::N,aften,иля́дь
565,Nacht::N,natt,ве
566,Woche::N,uke,недя́ля
567,Monat::N,måned,ков
568,Jahr::N,år,киза
569,Frühling::N,vår,тунда́
570,Sommer::N,sommer,киза
571,Herbst::N,høst,сёксе
572,Winter::N,vinter,тяла
573,Januar::N,januar,кельмеков
574,Februar::N,februar,уфайков
575,März::N,mars,марайков
576,April::N,april,шудиков
577,Mai::N,mai,панжиков
578,Juni::N,juni,лямбеков
579,Juli::N,juli,псиков
580,August::N,august,сёроньков
581,September::N,september,тюжягов
582,Oktober::N,oktober,кельмазаков
583,November::N,november,эйндамков
584,Dezember::N,desember,кучкаков
585,Montag::N,mandag,одговши
586,Dienstag::N,tirsdag,ша́вши
587,Mittwoch::N,onsdag,вержи
588,Donnerstag::N,torsdag,шува́ланя
589,Freitag::N,fredag,пя́денця
590,Samstag::N,lørdag,ёткши
591,Sonntag::N,søndag,таргоши
592,groß::A,stor,оцю
593,klein::A,liten,ёмла
594,lang::A,lang,кува́ка
595,kurz::A,kort,нюрьхкя́ня
596,breit::A,bred,кели
597,schmal::A,smal,тяйня
598,dicht::A,tett,сиде
599,dicht::A,tett,туста
600,dick[Gegenstand]::A,tykk,эчке
601,dünn::A,tynn,шува́ня
602,fein::A,fin,шува́ня
603,fest::A,fast,кеме
604,flach::A,flat,лапш
605,glatt::A,glatt,вадяв
606,glatt::A,glatt,такор
607,hart::A,hard,калгода
608,weich::A,myk,ляпе
609,weich::A,bløt,ляпе
610,rund::A,rund,кру́глай
611,spitz::A,spiss,ботаз
612,spitz::A,spiss,оржа
613,scharf::A,kvass,оржа
614,stumpf::A,stubb,ношка
615,schwer::A,tung,стака
616,schön::A,pen,мазы
617,schön::A,vakker,мазы
618,heiß::A,het,пси
619,warm::A,varm,лямбе
620,kalt::A,kald,кельме
621,kühl::A,kjølig,эше
622,frisch::A,fersk,свежай
623,feucht::A,fuktig,летьке
624,nass::A,våt,начка
625,trocken::A,tørr,коське
626,voll::A,full,пяшксе
627,leer::A,tom,шава
628,offen::A,åpen,панжада
629,offen::A,åpen,виде
630,geschlossen::A,lukket,пякстаф
631,geschlossen::A,lukket,сёлгф
632,sauber::A,ren,ару
633,schmutzig::A,skitten,рда́зу
634,schmutzig::A,skitten,пя́ндра
635,roh::A,rå,верок
636,reif::A,moden,ке́нерьф
637,lecker::A,lekker,танцти
638,süß::A,søt,ламбама
639,bitter::A,besk,сяпи
640,bitter::A,bitter,сяпи
641,sauer::A,sur,шапама
642,hell::A,lys,валда
643,dunkel::A,mørk,шобда
644,schwarz::A,svart,равжа
645,weiß::A,hvit,акша
646,rot::A,rød,якстерь
647,gelb::A,gul,тюжя́
648,blau::A,blå,сенем
649,grün::A,grønn,пиже
650,grün::A,grønn,сянгяря
651,grau::A,grå,уле
652,bunt::A,broket,сёрмав
653,billig::A,billig,у́цез
654,billig::A,billig,аф пи́тни
655,teuer::A,dyr,пи́тни
656,wertvoll::A,verdifull,питни
657,blind::A,blind,сокор
658,taub::A,døv,пярав
659,kräftig::A,kraftig,пяк вии
660,stark::A,sterk,вии
661,schwach::A,svak,лафча
662,fett::A,fet,куя́
663,schlank::A,slank,виде ронга
664,hübsch::A,pen,мазы
665,böse::A,slem,кяжи
666,dumm::A,dum,аф ёню
667,dumm::A,dum,шава пря
668,faul::A,lat,нола
669,faul::A,doven,нола
670,fleißig::A,flittig,ку́лхцонды
671,geizig::A,gjerrig,кирьжя
672,geizig::A,gjerrig,жаднай
673,klug::A,klok,ёню
674,klug::A,klok,пря́ви
675,geschickt::A,hendig,маштозь тиф
676,geschickt::A,skikket,маштозь тиф
677,lieb::A,kjær,цебярь
678,lieb::A,snill,цебярь
679,lustig::A,morsom,ра́хси
680,sanft::A,blid,сетьме
681,hungrig::A,sulten,вача
682,hungrig::A,sulten,вачеда
683,krank::A,syk,сяряди
684,nackt::A,naken,штада
685,nackt::A,naken,кърхтапа
686,traurig::A,sørgmodig,ла́жнай
687,lebendig::A,levende,эряй
688,gut::A,god,пара
689,gut::A,god,цебярь
690,schlecht::A,dårlig,кальдяв
691,richtig::A,riktig,виде
692,schlimm::A,slem,кальдяв
693,wahr::A,sann,афкуксонь
694,alt::A,gammel,ташта
695,neu::A,ny,од
696,ehemalig::A,forhenværende,и́нгольдень
697,alt[Lebewesen]::A,gammel,сире
698,jung::A,ung,од
699,arm::A,fattig,а́шу
700,reich::A,rik,козя
701,bekannt::A,kjent,содаф
702,berühmt::A,berømt,содавикс
703,fremd::A,fremmed,лия
704,fremd::A,fremmed,аф содаф
705,verschieden::A,forskjellig,аф фкя ла́цонь
706,nah::A,nær,мала
707,nah::A,nær,аф ичкоздень
708,fern::A,fjern,и́чкоздень
709,fern::A,fjern,куна́рдонь
710,linker::A,venstre,кержи
711,rechter::A,høyre,види
712,anderer::A,annen,лия
713,erster::A,første,васенце
714,zweiter::A,annen,омбоце
715,dritter::A,tredje,колмоце
716,letzter::A,sist,ме́кольце
717,allein::ADV,alene,ськамонза
718,auf einmal::ADV,med ett,вихцок
719,zusammen::ADV,sammen,марс
720,zusammen::ADV,sammen,ма́рса
721,lange::ADV,lenge,кува́тьс
722,plötzlich::ADV,plutselig,а́пак учт
723,sofort::ADV,straks,тяникиге
724,später::ADV,senere,ме́ле
725,jetzt::ADV,nå,тяни
726,heute::ADV,i dag,тячи
727,morgen::ADV,i morgen,ва́нды
728,bald::ADV,snart,курок
729,dann::ADV,så,меле
730,dann::ADV,så,сяда меле
731,gestern::ADV,i går,ися́к
732,einst::ADV,engang,весть
733,einst::ADV,engang,мзя́рда-бди
734,damals::ADV,den gang,эста
735,danach::ADV,deretter,меле
736,vorher::ADV,før,инголи
737,vorher::ADV,i forveien,инголи
738,zuerst::ADV,først,ва́сенда
739,einmal::ADV,en gang,весть
740,manchmal::ADV,somme tider,лия́ста
741,manchmal::ADV,somme tider,ко́ста-ко́ста
742,oft::ADV,ofte,си́деста
743,immer::ADV,alltid,фалу
744,immer::ADV,alltid,най
745,niemals::ADV,aldri,аф мзя́рдонга
746,hier::ADV,her,тяса
747,hierhin::ADV,hit,сей
748,hierhin::ADV,hit,тяза
749,von hier::ADV,herfra,тя́ста
750,dort::ADV,der,тоса
751,dorthin::ADV,dit,тов
752,dorthin::ADV,dit,тоза
753,geradeaus::ADV,rett fram,ви́деста
754,vorwärts::ADV,fram,и́нголи
755,vorwärts::ADV,framover,и́нголи
756,rückwärts::ADV,baklengs,ме́ки
757,zurück::ADV,tilbake,ме́ки
758,unten::ADV,nede,ала
759,hinab::ADV,ned,алу
760,hinab::ADV,nedover,алу
761,oben::ADV,oppe,вяре
762,oben::ADV,ovenpå,вяре
763,hinauf::ADV,opp,вяри
764,hinauf::ADV,oppover,вяри
765,überall::ADV,overalt,се́мбе ва́стова
766,nicht::ADV,ikke,аф
767,ein wenig::ADV,litt,аф лама
768,kaum::ADV,neppe,а́ньцек
769,sehr::ADV,svært,пяк
770,so::ADV,så,ста́не
771,noch::ADV,enda,нинге
772,nur::ADV,bare,аньцек
773,schon::ADV,alt,ни
774,schon::ADV,allerede,ни
775,wieder::ADV,igjen,та́га
776,vergebens::ADV,forgjeves,стак
777,vor::PRP,foran,инголе
778,vor::PRP,utenfor,инголе
779,hinter::PRP,bak,фтала
780,hinter::PRP,bak,мельге
781,hinter::PRP,bakom,фтала
782,hinter::PRP,bakom,мельге
783,unter::PRP,under,ала
784,durch::PRP,gjennom,пачк
785,durch::PRP,igjennom,пачк
786,neben::PRP,ved siden av,ваксса
787,zwischen::PRP,mellom,ёткса
788,wegen::PRP,på grunn av,сюнеда
789,dies::PRN,dette,тя
790,das::PRN,det,ся
791,das::PRN,det,тона
792,alles::PRN,alt,сембе
793,ich::PRN,jeg,мон
794,du::PRN,du,тон
795,er::PRN,han,сон
796,wir::PRN,vi,минь
797,ihr::PRN,dere,тинь
798,sie::PRN,de,синь
799,was::FPRN,hva,мезе
800,wer::FPRN,hvem,кие
801,wo::FADV,hvor,коса
802,wohin::FADV,hvor ... hen,ков
803,wohin::FADV,hvor ... hen,коза
804,wie::FADV,hvordan,ко́да
805,warum::FADV,hvorfor,мес
806,wieviel::FNUM,hvor mye,мзя́ра
807,eins::NUM,en,фкя
808,eins::NUM,ett,фкя
809,zwei::NUM,to,кафта
810,drei::NUM,tre,колма
811,vier::NUM,fire,ниле
812,fünf::NUM,fem,вете
813,sechs::NUM,seks,кота
814,sieben::NUM,sju,сисем
815,acht::NUM,åtte,кафкса
816,neun::NUM,ni,ве́йхкса
817,zehn::NUM,ti,кемонь
818,elf::NUM,elleve,кефкие
819,zwölf::NUM,tolv,кемгафтува
820,zwanzig::NUM,tjue,комсь
